interaction_id,user_id,policy_id,timestamp,position
imp_001244,user_0218,10,2025-06-22 17:14:55,1
imp_001245,user_0935,44,2025-09-08 11:00:55,4
imp_001246,user_0393,72,2025-07-17 06:23:55,1
imp_001247,user_0744,2,2025-08-23 07:42:55,2
imp_001248,user_0178,44,2025-07-24 16:47:55,4
imp_001249,user_0797,48,2025-07-23 13:59:55,2
imp_001250,user_0828,42,2025-09-04 06:25:55,1
imp_001251,user_0734,84,2025-07-02 07:19:55,3
imp_001252,user_0113,68,2025-08-24 13:33:55,3
imp_001253,user_0088,73,2025-07-05 17:16:55,1
imp_001254,user_0550,54,2025-08-14 06:21:55,2
imp_001255,user_0101,91,2025-08-21 18:08:55,1
imp_001256,user_0360,28,2025-08-24 12:12:55,2
imp_001257,user_0515,46,2025-09-11 14:00:55,7
imp_001258,user_0094,48,2025-08-28 06:52:55,5
imp_001259,user_0236,84,2025-08-08 17:24:55,1
imp_001260,user_0860,33,2025-07-19 15:31:55,7
imp_001261,user_0978,48,2025-07-19 15:14:55,1
imp_001262,user_0151,87,2025-06-24 07:28:55,1
imp_001263,user_0897,12,2025-09-14 12:39:55,2
imp_001264,user_0739,12,2025-06-27 07:46:55,10
imp_001265,user_0593,80,2025-09-16 07:40:55,2
imp_001266,user_0229,36,2025-09-18 10:34:55,3
imp_001267,user_0301,74,2025-08-11 08:54:55,1
imp_001268,user_0615,47,2025-07-28 15:15:55,2
imp_001269,user_0923,4,2025-07-23 16:25:55,1
imp_001270,user_0138,65,2025-09-15 14:32:55,9
imp_001271,user_0332,49,2025-08-12 15:46:55,4
imp_001272,user_0974,47,2025-09-01 18:43:55,1
imp_001273,user_0940,46,2025-06-22 09:28:55,5
imp_001274,user_0260,56,2025-08-02 18:09:55,1
imp_001275,user_0125,17,2025-07-03 07:32:55,8
imp_001276,user_0382,72,2025-08-18 11:51:55,3
imp_001277,user_0504,28,2025-09-04 09:56:55,2
imp_001278,user_0837,24,2025-09-09 17:33:55,2
imp_001279,user_0917,43,2025-08-29 13:42:55,10
imp_001280,user_0149,17,2025-08-03 07:05:55,4
imp_001281,user_0314,84,2025-08-09 12:13:55,9
imp_001282,user_0402,52,2025-06-30 12:33:55,4
imp_001283,user_0637,36,2025-08-14 14:43:55,2
imp_001284,user_0622,42,2025-07-11 07:58:55,2
imp_001285,user_0908,66,2025-06-24 10:48:55,8
imp_001286,user_0431,38,2025-08-06 08:28:55,1
imp_001287,user_0165,28,2025-08-20 12:35:55,3
imp_001288,user_0772,61,2025-07-01 12:20:55,1
imp_001289,user_0956,74,2025-09-11 06:26:55,2
imp_001290,user_0505,51,2025-08-16 12:14:55,1
imp_001291,user_0301,11,2025-07-09 15:22:55,3
imp_001292,user_0439,66,2025-07-06 11:40:55,3
imp_001293,user_0571,64,2025-09-16 18:18:55,3
imp_001294,user_0762,46,2025-07-31 14:08:55,1
imp_001295,user_0483,49,2025-06-24 08:06:55,1
imp_001296,user_0876,50,2025-06-28 16:08:55,4
imp_001297,user_0241,75,2025-07-29 11:42:55,2
imp_001298,user_0281,44,2025-07-02 10:08:55,1
imp_001299,user_0559,50,2025-07-11 19:00:55,7
imp_001300,user_0306,20,2025-08-16 17:24:55,1
imp_001301,user_0640,46,2025-09-16 17:55:55,1
imp_001302,user_0979,50,2025-08-01 06:37:55,2
imp_001303,user_0020,18,2025-08-19 11:53:55,1
imp_001304,user_0698,16,2025-08-16 16:55:55,5
imp_001305,user_0321,91,2025-08-05 08:18:55,3
imp_001306,user_0054,16,2025-07-13 13:37:55,7
imp_001307,user_0839,42,2025-09-16 07:49:55,6
imp_001308,user_0350,49,2025-08-24 16:29:55,2
imp_001309,user_0548,46,2025-08-30 06:48:55,3
imp_001310,user_0418,68,2025-09-04 07:30:55,4
imp_001311,user_0131,12,2025-09-08 15:24:55,1
imp_001312,user_0461,72,2025-07-08 11:56:55,1
imp_001313,user_0437,74,2025-07-20 12:47:55,9
imp_001314,user_0665,77,2025-06-23 10:09:55,1
imp_001315,user_0321,12,2025-09-02 17:51:55,5
imp_001316,user_0515,36,2025-08-26 19:05:55,3
imp_001317,user_0084,34,2025-08-31 12:18:55,1
imp_001318,user_0181,77,2025-09-04 11:00:55,1
imp_001319,user_0025,15,2025-07-28 15:11:55,1
imp_001320,user_0789,56,2025-07-06 08:01:55,9
imp_001321,user_0762,8,2025-07-02 15:25:55,1
imp_001322,user_0360,45,2025-07-22 18:01:55,3
imp_001323,user_0423,12,2025-07-15 07:06:55,1
imp_001324,user_0435,73,2025-08-10 12:27:55,3
imp_001325,user_0096,16,2025-07-15 14:01:55,8
imp_001326,user_0541,53,2025-07-14 17:28:55,3
imp_001327,user_0020,42,2025-07-28 14:39:55,6
imp_001328,user_0568,49,2025-08-22 09:29:55,5
imp_001329,user_0442,18,2025-08-11 10:03:55,8
imp_001330,user_0217,66,2025-07-21 18:29:55,9
imp_001331,user_0178,12,2025-07-02 07:17:55,3
imp_001332,user_0719,84,2025-08-23 15:02:55,2
imp_001333,user_0433,96,2025-07-10 09:45:55,2
imp_001334,user_0323,23,2025-08-31 17:30:55,2
imp_001335,user_0462,87,2025-08-26 10:55:55,3
imp_001336,user_0594,46,2025-07-13 11:20:55,4
imp_001337,user_0005,63,2025-06-23 18:07:55,3
imp_001338,user_0028,73,2025-08-10 17:47:55,3
imp_001339,user_0057,28,2025-08-21 16:57:55,1
imp_001340,user_0338,48,2025-08-05 17:14:55,3
imp_001341,user_0771,74,2025-09-17 10:02:55,8
imp_001342,user_0813,72,2025-08-09 11:45:55,1
imp_001343,user_0883,45,2025-08-15 15:35:55,1
imp_001344,user_0819,12,2025-06-27 15:06:55,2
imp_001345,user_0516,86,2025-09-16 06:26:55,1
imp_001346,user_0433,8,2025-07-14 07:54:55,8
imp_001347,user_0555,18,2025-08-02 11:53:55,4
imp_001348,user_0265,12,2025-08-07 17:03:55,2
imp_001349,user_0404,46,2025-07-17 12:22:55,1
imp_001350,user_0919,51,2025-08-16 11:17:55,2
imp_001351,user_0796,91,2025-08-09 10:17:55,5
imp_001352,user_0599,23,2025-08-26 16:27:55,1
imp_001353,user_0173,38,2025-07-03 19:11:55,2
imp_001354,user_0128,80,2025-06-22 10:38:55,1
imp_001355,user_0358,74,2025-08-13 11:30:55,9
imp_001356,user_0318,50,2025-07-18 08:25:55,7
imp_001357,user_0428,44,2025-06-26 13:59:55,2
imp_001358,user_0505,67,2025-09-18 18:14:55,2
imp_001359,user_0619,28,2025-07-12 11:38:55,2
imp_001360,user_0055,86,2025-09-02 16:24:55,4
imp_001361,user_0954,48,2025-09-06 16:17:55,2
imp_001362,user_0922,45,2025-09-07 19:08:55,6
imp_001363,user_0512,48,2025-09-09 07:50:55,3
imp_001364,user_0405,50,2025-07-27 19:01:55,6
imp_001365,user_0989,32,2025-09-18 07:49:55,7
imp_001366,user_0054,49,2025-07-26 07:04:55,1
imp_001367,user_0725,12,2025-07-14 09:14:55,1
imp_001368,user_0006,12,2025-09-10 18:19:55,8
imp_001369,user_0403,84,2025-08-19 13:52:55,2
imp_001370,user_0341,81,2025-09-08 08:50:55,1
imp_001371,user_0478,12,2025-08-29 17:40:55,1
imp_001372,user_0938,48,2025-08-25 06:52:55,3
imp_001373,user_0360,27,2025-07-31 17:52:55,3
imp_001374,user_0503,36,2025-07-07 08:34:55,7
imp_001375,user_0305,42,2025-06-22 11:34:55,4
imp_001376,user_0400,23,2025-07-02 17:40:55,1
imp_001377,user_0232,50,2025-07-24 19:03:55,10
imp_001378,user_0471,83,2025-08-31 16:55:55,6
imp_001379,user_0244,43,2025-08-01 15:52:55,4
imp_001380,user_0334,48,2025-08-03 16:52:55,3
imp_001381,user_0551,28,2025-09-04 07:52:55,1
imp_001382,user_0973,16,2025-08-27 12:18:55,1
imp_001383,user_0589,8,2025-07-31 18:21:55,6
imp_001384,user_0967,9,2025-08-03 10:11:55,1
imp_001385,user_0798,34,2025-08-09 17:31:55,1
imp_001386,user_0508,79,2025-09-07 17:17:55,2
imp_001387,user_0401,69,2025-08-05 18:20:55,1
imp_001388,user_0595,11,2025-07-23 13:31:55,6
imp_001389,user_0295,43,2025-07-27 11:35:55,7
imp_001390,user_0482,48,2025-07-27 18:10:55,1
imp_001391,user_0071,42,2025-06-26 13:12:55,6
imp_001392,user_0037,18,2025-08-09 15:15:55,1
imp_001393,user_0620,12,2025-08-27 12:38:55,3
imp_001394,user_0885,72,2025-09-12 14:19:55,1
imp_001395,user_0520,45,2025-06-26 08:25:55,4
imp_001396,user_0815,23,2025-08-25 15:20:55,3
imp_001397,user_0764,56,2025-09-05 17:00:55,2
imp_001398,user_0932,43,2025-08-12 13:29:55,3
imp_001399,user_0098,84,2025-08-05 16:59:55,1
imp_001400,user_0615,79,2025-09-06 10:39:55,3
imp_001401,user_0167,8,2025-08-25 17:11:55,1
imp_001402,user_0431,49,2025-06-23 10:05:55,2
imp_001403,user_0817,9,2025-08-24 13:36:55,6
imp_001404,user_0613,56,2025-07-21 09:45:55,3
imp_001405,user_0084,93,2025-08-09 12:10:55,2
imp_001406,user_0345,58,2025-06-25 17:36:55,8
imp_001407,user_0750,34,2025-08-27 15:45:55,4
imp_001408,user_0678,12,2025-07-30 10:51:55,4
imp_001409,user_0579,77,2025-08-27 12:05:55,2
imp_001410,user_0209,70,2025-07-26 07:25:55,2
imp_001411,user_0320,8,2025-06-23 19:06:55,1
imp_001412,user_0585,49,2025-08-21 18:09:55,3
imp_001413,user_0122,83,2025-08-30 08:26:55,2
imp_001414,user_0395,43,2025-07-08 14:09:55,2
imp_001415,user_0802,72,2025-07-16 17:35:55,1
imp_001416,user_0435,87,2025-09-14 08:09:55,3
imp_001417,user_0903,54,2025-07-17 07:52:55,1
imp_001418,user_0252,48,2025-06-25 19:07:55,1
imp_001419,user_0527,48,2025-07-21 18:03:55,4
imp_001420,user_0334,24,2025-07-05 18:40:55,1
imp_001421,user_0040,55,2025-08-09 07:43:55,4
imp_001422,user_0342,73,2025-08-26 07:04:55,2
imp_001423,user_0986,22,2025-08-30 08:27:55,1
imp_001424,user_0811,6,2025-06-27 09:52:55,6
imp_001425,user_0421,81,2025-09-15 09:02:55,1
imp_001426,user_0117,12,2025-08-09 15:50:55,6
imp_001427,user_0694,55,2025-08-17 09:28:55,2
imp_001428,user_0801,16,2025-08-04 14:30:55,4
imp_001429,user_0768,18,2025-08-28 09:17:55,1
imp_001430,user_0012,54,2025-08-24 15:25:55,1
imp_001431,user_0866,12,2025-07-27 08:41:55,1
imp_001432,user_0854,73,2025-07-25 19:06:55,4
imp_001433,user_0656,43,2025-09-17 16:25:55,1
imp_001434,user_0827,84,2025-09-10 13:29:55,1
imp_001435,user_0234,28,2025-06-30 09:49:55,1
imp_001436,user_0457,12,2025-09-04 17:17:55,2
imp_001437,user_0010,83,2025-08-15 13:32:55,3
imp_001438,user_0989,47,2025-07-14 15:20:55,1
imp_001439,user_0630,50,2025-09-18 16:22:55,1
imp_001440,user_0774,29,2025-07-25 14:25:55,2
imp_001441,user_0188,43,2025-09-16 08:23:55,1
imp_001442,user_0946,43,2025-07-28 11:27:55,2
imp_001443,user_0458,57,2025-06-28 12:28:55,3
imp_001444,user_0996,42,2025-07-16 18:20:55,1
imp_001445,user_0046,24,2025-06-25 12:28:55,1
imp_001446,user_0252,50,2025-09-15 16:57:55,1
imp_001447,user_0759,66,2025-09-17 12:39:55,1
imp_001448,user_0732,9,2025-07-09 14:09:55,10
imp_001449,user_0201,32,2025-08-04 16:18:55,2
imp_001450,user_0878,36,2025-08-12 11:55:55,1
imp_001451,user_0002,77,2025-08-17 16:35:55,1
imp_001452,user_0558,78,2025-07-30 07:45:55,3
imp_001453,user_0386,65,2025-07-26 14:13:55,1
imp_001454,user_0657,31,2025-07-20 06:25:55,8
imp_001455,user_0055,60,2025-09-07 08:47:55,1
imp_001456,user_0346,17,2025-07-31 08:55:55,9
imp_001457,user_0824,73,2025-08-13 16:59:55,6
imp_001458,user_0734,18,2025-09-12 07:01:55,1
imp_001459,user_0686,87,2025-08-25 10:11:55,3
imp_001460,user_0630,62,2025-08-01 06:20:55,6
imp_001461,user_0113,47,2025-09-01 14:21:55,4
imp_001462,user_0186,73,2025-09-03 09:18:55,6
imp_001463,user_0532,45,2025-08-30 10:43:55,7
imp_001464,user_0375,50,2025-08-04 10:43:55,1
imp_001465,user_0115,65,2025-07-27 18:32:55,5
imp_001466,user_0251,79,2025-07-15 13:53:55,5
imp_001467,user_0749,12,2025-08-26 08:12:55,1
imp_001468,user_0908,41,2025-07-24 14:15:55,1
imp_001469,user_0338,72,2025-07-05 09:29:55,1
imp_001470,user_0009,36,2025-08-06 07:42:55,2
imp_001471,user_0486,30,2025-08-04 18:19:55,1
imp_001472,user_0199,91,2025-09-01 17:50:55,3
imp_001473,user_0789,73,2025-08-20 07:35:55,1
imp_001474,user_0254,5,2025-07-16 14:58:55,5
imp_001475,user_0476,77,2025-08-28 19:15:55,1
imp_001476,user_0360,12,2025-08-04 15:10:55,1
imp_001477,user_0577,12,2025-07-04 09:18:55,1
imp_001478,user_0869,34,2025-08-08 11:54:55,1
imp_001479,user_0264,76,2025-08-22 15:07:55,1
imp_001480,user_0966,27,2025-07-10 17:43:55,1
imp_001481,user_0931,50,2025-08-21 19:10:55,1
imp_001482,user_0700,12,2025-09-06 06:41:55,1
imp_001483,user_0900,50,2025-09-04 11:33:55,8
imp_001484,user_0001,28,2025-08-01 14:50:55,1
imp_001485,user_0588,3,2025-08-19 14:19:55,2
imp_001486,user_0569,44,2025-07-07 15:37:55,7
imp_001487,user_0764,52,2025-07-10 16:27:55,5
imp_001488,user_0672,28,2025-07-25 09:16:55,2
imp_001489,user_0047,27,2025-09-12 18:43:55,4
imp_001490,user_0186,83,2025-09-06 10:36:55,5
imp_001491,user_0354,82,2025-09-04 07:28:55,2
imp_001492,user_0156,34,2025-08-23 07:29:55,4
imp_001493,user_0024,12,2025-08-25 15:05:55,10
imp_001494,user_0756,48,2025-08-29 07:03:55,4
imp_001495,user_0533,69,2025-08-08 08:20:55,4
imp_001496,user_0742,71,2025-06-24 17:26:55,3
imp_001497,user_0866,31,2025-08-13 14:06:55,1
imp_001498,user_0191,42,2025-07-07 17:55:55,2
imp_001499,user_0538,91,2025-07-08 14:11:55,1
imp_001500,user_0383,13,2025-07-25 09:10:55,3
imp_001501,user_0925,81,2025-07-01 07:19:55,3
imp_001502,user_0346,24,2025-09-03 10:06:55,2
imp_001503,user_0736,95,2025-08-01 12:46:55,1
imp_001504,user_0287,84,2025-09-18 14:47:55,1
imp_001505,user_0371,70,2025-07-29 10:07:55,1
imp_001506,user_0704,12,2025-09-08 09:49:55,2
imp_001507,user_0347,12,2025-08-15 16:41:55,1
imp_001508,user_0849,88,2025-06-30 08:16:55,2
imp_001509,user_0875,73,2025-08-22 07:50:55,7
imp_001510,user_0282,45,2025-08-24 11:06:55,3
imp_001511,user_0462,67,2025-08-31 18:27:55,1
imp_001512,user_0115,73,2025-08-24 18:12:55,2
imp_001513,user_0214,51,2025-07-22 16:04:55,3
imp_001514,user_0116,83,2025-08-28 18:49:55,2
imp_001515,user_0470,83,2025-08-12 09:48:55,4
imp_001516,user_0987,76,2025-08-18 18:11:55,3
imp_001517,user_0522,12,2025-08-24 19:01:55,1
imp_001518,user_0358,17,2025-09-11 10:12:55,1
imp_001519,user_0716,52,2025-06-22 18:40:55,1
imp_001520,user_0844,44,2025-07-30 13:32:55,1
imp_001521,user_0407,73,2025-07-01 08:09:55,3
imp_001522,user_0345,84,2025-09-10 15:50:55,3
imp_001523,user_0740,3,2025-07-22 10:12:55,2
imp_001524,user_0223,56,2025-07-02 08:52:55,5
imp_001525,user_0262,56,2025-07-29 13:09:55,1
imp_001526,user_0025,49,2025-09-07 09:39:55,3
imp_001527,user_0319,49,2025-07-08 10:47:55,1
imp_001528,user_0988,58,2025-07-20 08:22:55,3
imp_001529,user_0791,62,2025-09-10 08:39:55,4
imp_001530,user_0182,3,2025-07-02 06:40:55,3
imp_001531,user_0724,12,2025-09-03 08:06:55,2
imp_001532,user_0064,71,2025-08-30 14:19:55,2
imp_001533,user_0885,74,2025-07-11 19:00:55,4
imp_001534,user_0502,49,2025-08-26 11:13:55,1
imp_001535,user_0221,69,2025-07-16 15:52:55,3
imp_001536,user_0622,28,2025-09-13 12:33:55,3
imp_001537,user_0140,49,2025-08-15 15:35:55,9
imp_001538,user_0698,35,2025-09-17 15:09:55,2
imp_001539,user_0182,30,2025-07-10 13:46:55,6
imp_001540,user_0071,24,2025-06-23 16:02:55,2
imp_001541,user_0693,64,2025-07-02 17:30:55,1
imp_001542,user_0359,48,2025-07-03 18:00:55,2
imp_001543,user_0370,31,2025-06-28 14:08:55,1
imp_001544,user_0928,16,2025-07-08 18:34:55,10
imp_001545,user_0612,66,2025-07-09 10:41:55,2
imp_001546,user_0264,95,2025-07-19 06:33:55,3
imp_001547,user_0634,30,2025-08-04 17:39:55,4
imp_001548,user_0938,61,2025-07-09 12:51:55,2
imp_001549,user_0930,42,2025-08-30 11:56:55,2
imp_001550,user_0984,50,2025-07-09 10:51:55,2
imp_001551,user_0455,83,2025-08-06 13:58:55,1
imp_001552,user_0409,46,2025-07-24 10:23:55,3
imp_001553,user_0203,49,2025-06-28 14:39:55,4
imp_001554,user_0209,72,2025-07-06 14:14:55,6
imp_001555,user_0624,24,2025-09-01 18:16:55,2
imp_001556,user_0200,84,2025-07-24 08:09:55,1
imp_001557,user_0422,42,2025-06-24 06:57:55,4
imp_001558,user_0722,68,2025-06-23 15:40:55,4
imp_001559,user_0513,72,2025-06-21 08:53:55,2
imp_001560,user_0495,50,2025-06-22 13:43:55,1
imp_001561,user_0708,82,2025-07-20 12:36:55,8
imp_001562,user_0137,90,2025-07-07 17:11:55,4
imp_001563,user_0921,92,2025-07-21 15:02:55,6
imp_001564,user_0912,48,2025-06-21 15:23:55,1
imp_001565,user_0060,42,2025-08-10 13:25:55,5
imp_001566,user_0219,24,2025-08-11 16:51:55,3
imp_001567,user_0744,42,2025-09-07 19:09:55,2
imp_001568,user_0705,74,2025-06-25 11:10:55,1
imp_001569,user_0806,23,2025-09-10 19:02:55,7
imp_001570,user_0973,45,2025-08-29 13:15:55,1
imp_001571,user_0675,68,2025-07-30 15:25:55,2
imp_001572,user_0111,76,2025-09-02 10:21:55,1
imp_001573,user_0108,48,2025-08-02 15:31:55,1
imp_001574,user_0760,22,2025-09-05 07:12:55,2
imp_001575,user_0045,12,2025-09-14 14:26:55,6
imp_001576,user_0885,66,2025-09-02 18:27:55,6
imp_001577,user_0502,23,2025-09-10 08:40:55,1
imp_001578,user_0888,44,2025-09-05 07:44:55,5
imp_001579,user_0243,31,2025-08-18 15:07:55,3
imp_001580,user_0957,38,2025-08-25 08:22:55,1
imp_001581,user_0450,50,2025-09-15 12:05:55,5
imp_001582,user_0293,24,2025-08-31 12:40:55,1
imp_001583,user_0195,84,2025-08-01 13:35:55,2
imp_001584,user_0126,30,2025-07-07 17:03:55,6
imp_001585,user_0954,50,2025-08-25 14:04:55,3
imp_001586,user_0891,50,2025-07-18 17:59:55,3
imp_001587,user_0675,88,2025-08-23 09:56:55,3
imp_001588,user_0337,55,2025-08-03 06:43:55,2
imp_001589,user_0101,48,2025-08-25 17:52:55,5
imp_001590,user_0431,38,2025-07-28 08:36:55,4
imp_001591,user_0336,35,2025-08-07 10:07:55,3
imp_001592,user_0375,11,2025-07-07 08:12:55,2
imp_001593,user_0802,65,2025-07-30 18:33:55,4
imp_001594,user_0730,13,2025-07-01 14:35:55,6
imp_001595,user_0958,79,2025-09-10 12:58:55,5
imp_001596,user_0323,12,2025-08-01 08:53:55,2
imp_001597,user_0500,4,2025-08-30 15:38:55,6
imp_001598,user_0495,87,2025-07-08 10:45:55,2
imp_001599,user_0683,46,2025-07-21 10:42:55,4
imp_001600,user_0253,12,2025-09-14 12:57:55,6
imp_001601,user_0723,5,2025-08-04 07:49:55,2
imp_001602,user_0089,31,2025-07-18 07:05:55,1
imp_001603,user_0526,82,2025-08-06 14:29:55,3
imp_001604,user_0611,12,2025-08-20 07:54:55,3
imp_001605,user_0772,12,2025-08-10 08:52:55,2
imp_001606,user_0462,54,2025-07-02 18:41:55,2
imp_001607,user_0536,79,2025-09-06 09:08:55,1
imp_001608,user_0040,28,2025-09-05 17:03:55,3
imp_001609,user_0249,16,2025-08-11 12:17:55,4
imp_001610,user_0090,48,2025-07-07 06:44:55,7
imp_001611,user_0437,43,2025-07-18 08:35:55,3
imp_001612,user_0491,12,2025-06-22 08:35:55,1
imp_001613,user_0022,73,2025-08-04 14:53:55,6
imp_001614,user_0003,12,2025-09-02 15:37:55,8
imp_001615,user_0802,28,2025-06-25 07:38:55,2
imp_001616,user_0597,50,2025-09-14 08:16:55,1
imp_001617,user_0083,93,2025-07-27 09:51:55,3
imp_001618,user_0697,52,2025-08-01 18:52:55,2
imp_001619,user_0699,22,2025-09-13 09:19:55,1
imp_001620,user_0540,77,2025-07-17 09:27:55,4
imp_001621,user_0894,12,2025-07-07 07:44:55,2
imp_001622,user_0962,12,2025-08-22 08:11:55,7
imp_001623,user_0611,16,2025-07-13 10:24:55,1
imp_001624,user_0523,85,2025-09-04 12:45:55,1
imp_001625,user_0953,54,2025-08-28 12:02:55,3
imp_001626,user_0294,24,2025-09-11 13:25:55,1
imp_001627,user_0933,54,2025-07-21 19:09:55,2
imp_001628,user_0847,24,2025-07-24 07:38:55,3
imp_001629,user_0347,42,2025-09-06 18:29:55,4
imp_001630,user_0556,48,2025-07-14 15:35:55,2
imp_001631,user_0619,67,2025-08-16 13:35:55,1
imp_001632,user_0248,44,2025-07-11 13:04:55,3
imp_001633,user_0201,12,2025-08-01 15:54:55,2
imp_001634,user_0638,3,2025-07-25 16:13:55,1
imp_001635,user_0340,48,2025-08-06 09:25:55,1
imp_001636,user_0793,6,2025-08-05 11:09:55,1
imp_001637,user_0045,79,2025-07-13 11:16:55,2
imp_001638,user_0068,74,2025-07-16 16:39:55,1
imp_001639,user_0762,80,2025-08-06 17:21:55,2
imp_001640,user_0743,11,2025-07-03 18:24:55,2
imp_001641,user_0012,61,2025-08-08 06:38:55,1
imp_001642,user_0456,51,2025-09-15 14:47:55,3
imp_001643,user_0250,44,2025-09-13 07:01:55,3
imp_001644,user_0811,31,2025-08-24 10:14:55,4
imp_001645,user_0769,57,2025-09-13 11:27:55,3
imp_001646,user_0919,82,2025-08-22 17:12:55,3
imp_001647,user_0599,19,2025-08-21 11:21:55,1
imp_001648,user_0504,66,2025-09-06 17:59:55,1
imp_001649,user_0137,50,2025-08-09 09:28:55,8
imp_001650,user_0889,69,2025-08-01 08:16:55,2
imp_001651,user_0528,12,2025-07-03 17:24:55,8
imp_001652,user_0675,22,2025-09-04 19:01:55,5
imp_001653,user_0609,47,2025-06-30 12:50:55,1
imp_001654,user_0993,11,2025-07-27 17:26:55,8
imp_001655,user_0262,31,2025-09-02 07:42:55,10
imp_001656,user_0660,44,2025-06-27 07:00:55,7
imp_001657,user_0703,42,2025-09-13 18:57:55,10
imp_001658,user_0827,94,2025-06-22 14:19:55,2
imp_001659,user_0829,82,2025-07-13 07:20:55,1
imp_001660,user_0115,44,2025-08-01 08:34:55,7
imp_001661,user_0942,72,2025-09-01 06:41:55,1
imp_001662,user_0415,65,2025-06-29 10:54:55,4
imp_001663,user_0345,95,2025-09-02 12:23:55,1
imp_001664,user_0740,66,2025-09-08 17:19:55,3
imp_001665,user_0301,47,2025-07-08 12:20:55,1
imp_001666,user_0455,71,2025-07-04 07:58:55,2
imp_001667,user_0815,71,2025-08-15 08:46:55,4
imp_001668,user_0549,12,2025-08-19 11:13:55,3
imp_001669,user_0748,2,2025-08-07 11:55:55,3
imp_001670,user_0322,66,2025-09-01 12:12:55,8
imp_001671,user_0166,35,2025-08-31 13:45:55,4
imp_001672,user_0997,28,2025-07-04 18:39:55,4
imp_001673,user_0942,77,2025-07-31 15:54:55,3
imp_001674,user_0168,35,2025-07-09 07:45:55,2
imp_001675,user_0280,47,2025-09-08 06:54:55,5
imp_001676,user_0669,57,2025-08-26 10:53:55,1
imp_001677,user_0698,80,2025-07-01 10:04:55,3
imp_001678,user_0105,47,2025-08-18 11:18:55,3
imp_001679,user_0497,30,2025-08-09 07:05:55,2
imp_001680,user_0460,54,2025-07-07 18:25:55,1
imp_001681,user_0579,86,2025-08-13 17:47:55,2
imp_001682,user_0554,50,2025-08-08 08:29:55,10
imp_001683,user_0871,12,2025-08-07 12:15:55,1
imp_001684,user_0652,12,2025-06-27 16:43:55,1
imp_001685,user_0401,52,2025-07-07 08:40:55,2
imp_001686,user_0021,81,2025-08-31 07:47:55,6
imp_001687,user_0265,43,2025-09-06 10:36:55,4
imp_001688,user_0801,16,2025-09-03 11:04:55,1
imp_001689,user_0422,52,2025-07-13 14:56:55,2
imp_001690,user_0845,4,2025-09-05 14:18:55,8
imp_001691,user_0264,20,2025-07-14 12:09:55,1
imp_001692,user_0401,58,2025-07-06 13:23:55,10
imp_001693,user_0244,31,2025-08-17 11:31:55,5
imp_001694,user_0855,53,2025-09-09 14:08:55,1
imp_001695,user_0726,24,2025-08-23 12:20:55,1
imp_001696,user_0417,72,2025-07-20 10:39:55,6
imp_001697,user_0971,68,2025-09-08 17:12:55,4
imp_001698,user_0611,50,2025-07-03 17:57:55,9
imp_001699,user_0229,18,2025-08-18 10:15:55,3
imp_001700,user_0408,46,2025-07-18 15:38:55,1
imp_001701,user_0407,50,2025-06-28 08:28:55,2
imp_001702,user_0221,46,2025-08-12 06:48:55,3
imp_001703,user_0785,12,2025-08-05 11:45:55,2
imp_001704,user_0971,5,2025-09-14 11:43:55,5
imp_001705,user_0935,3,2025-07-09 12:21:55,1
imp_001706,user_0228,24,2025-08-12 09:28:55,2
imp_001707,user_0562,16,2025-07-24 17:32:55,1
imp_001708,user_0832,67,2025-07-08 18:25:55,2
imp_001709,user_0172,44,2025-07-24 18:53:55,3
imp_001710,user_0685,79,2025-07-29 06:23:55,9
imp_001711,user_0768,23,2025-07-08 12:22:55,2
imp_001712,user_0057,34,2025-09-02 15:58:55,1
imp_001713,user_0132,65,2025-08-13 13:02:55,2
imp_001714,user_0738,30,2025-08-01 15:27:55,4
imp_001715,user_0130,43,2025-06-24 06:27:55,1
imp_001716,user_0893,21,2025-09-06 15:27:55,4
imp_001717,user_0776,31,2025-08-03 07:01:55,1
imp_001718,user_0643,18,2025-09-13 11:43:55,9
imp_001719,user_0435,64,2025-07-22 08:13:55,1
imp_001720,user_0404,6,2025-08-22 16:00:55,2
imp_001721,user_0884,12,2025-07-26 09:29:55,4
imp_001722,user_0167,58,2025-06-29 13:14:55,1
imp_001723,user_0455,67,2025-08-20 14:57:55,1
imp_001724,user_0275,12,2025-07-12 12:33:55,5
imp_001725,user_0552,19,2025-09-03 18:43:55,3
imp_001726,user_0227,83,2025-07-30 17:48:55,10
imp_001727,user_0407,17,2025-07-10 14:10:55,1
imp_001728,user_0526,88,2025-09-02 10:10:55,3
imp_001729,user_0528,29,2025-08-29 18:03:55,1
imp_001730,user_0731,83,2025-06-23 08:20:55,2
imp_001731,user_0370,61,2025-08-27 18:59:55,3
imp_001732,user_0482,50,2025-07-14 11:05:55,1
imp_001733,user_0586,35,2025-08-30 08:52:55,7
imp_001734,user_0603,93,2025-09-13 10:25:55,2
imp_001735,user_0841,65,2025-08-07 10:23:55,2
imp_001736,user_0760,87,2025-08-21 17:48:55,2
imp_001737,user_0415,42,2025-08-24 10:06:55,4
imp_001738,user_0204,83,2025-07-03 09:04:55,4
imp_001739,user_0209,28,2025-06-22 07:11:55,3
imp_001740,user_0013,3,2025-07-31 13:51:55,3
imp_001741,user_0631,63,2025-08-13 16:27:55,2
imp_001742,user_0130,12,2025-08-03 15:31:55,1
