interaction_id,timestamp,position,clicked,quoted,purchased,uw_decline_reason,user_id,policy_id,age,sex,smoker_flag,occupation_class,region_code,monthly_budget,insurance_company,product_name,product_type,coverage_amount,male_premium,female_premium,fixed_rate,current_rate,min_guaranteed_rate,surrender_value,renewal_cycle,universal,sales_channel,sales_date,contact_number
imp_000580,2025-07-17 13:44:54,6,0,0,0,,user_0605,46,48,M,1,0,41,37409,메트라이프생명,무배당 메트라이프 대장암및소장암진단보험,주계약,500만원,2950,2300,2.30 %,-,-,순수보장,비갱신형,비유니버셜,CM,2024-04-01,1588-9600
imp_000581,2025-09-05 08:36:54,6,0,0,0,,user_0860,63,43,F,0,1,41,110608,BNP파리바카디프생명,(무)6180실버 암보험(갱신형),주계약,"1,000만원",22400,13600,2.25 %,-,-,만기환급,갱신형,비유니버셜,방카슈랑스  CM,2025-01-01,1688-1118
imp_000582,2025-08-13 09:50:54,5,0,0,0,,user_0515,47,48,M,0,0,43,72656,KB라이프생명,KB 생활든든암보험 무배당(갱신형)(간편심사형),주계약,"3,000만원",17400,8640,2.50 %,-,-,순수보장,갱신형,비유니버셜,대면채널,2025-09-01,1588-3374
imp_000583,2025-09-01 11:26:54,1,0,0,0,,user_0486,47,45,M,0,0,26,93305,KB라이프생명,KB 생활든든암보험 무배당(갱신형)(간편심사형),주계약,"3,000만원",17400,8640,2.50 %,-,-,순수보장,갱신형,비유니버셜,대면채널,2025-09-01,1588-3374
imp_000584,2025-08-16 12:35:54,10,1,0,0,,user_0627,31,46,F,0,0,49,53233,미래에셋생명,온라인 더 잘고른 미니암보험 무배당,주계약,"1,000만원 (단, [여성형]은 500만원)",1796,3038,2.00 %,-,-,순수보장,비갱신형,비유니버셜,CM,2025-06-28,1588-0220
imp_000585,2025-08-21 13:04:54,2,1,0,0,,user_0545,12,22,F,0,0,42,23253,ABL생명,무배당 ABL인터넷나를위한5대미니암보험,주계약,"1,000만원",956,713,2.50 %,-,-,순수보장,비갱신형,비유니버셜,CM,2024-04-01,0215886500
imp_000586,2025-06-21 07:06:54,2,1,0,0,,user_0403,81,58,F,0,0,36,66468,AIA생명,(무) AIA 건강+ 암보험 (갱신형) 2형,주계약,"3,000만원",19800,19500,2.25 %,-,-,순수보장,갱신형,비유니버셜,대면채널  TM,2025-09-01,1588-9898
imp_000587,2025-09-11 17:20:54,6,0,0,0,,user_0471,68,44,F,0,1,48,98926,라이나생명,(무)첫날부터라이나암보험(갱신형),주계약,"1,000만원",6500,6600,2.25 %,-,-,순수보장,갱신형,비유니버셜,TM,2025-01-01,15880058
imp_000588,2025-07-01 09:54:54,1,0,0,0,,user_0321,15,27,F,0,1,29,26721,삼성생명,"삼성 인터넷 비갱신암보험(2504)(무배당, 무해약환급금형)",주계약,"3,000만원",46200,30600,2.50 %,-,-,무해지/저해지환급,비갱신형,비유니버셜,CM,2025-04-01,1588-3114
imp_000589,2025-07-05 10:57:54,1,1,0,0,,user_0052,24,60,F,0,0,30,78955,교보생명,"교보암보험 [D2408](무배당,갱신형)",주계약,"3,000만원",13530,14280,2.00 %,-,-,순수보장,갱신형,비유니버셜,TM,2025-04-01,1588-1001
imp_000590,2025-07-21 06:51:54,4,0,0,0,,user_0414,69,57,F,0,0,42,37756,라이나생명,무배당 라이나초간편암보험(갱신형),주계약,"3,000만원",20400,17700,2.25 %,-,-,순수보장,갱신형,비유니버셜,TM,2025-04-01,15880058
imp_000591,2025-08-28 09:41:54,9,0,0,0,,user_0019,58,58,M,0,0,27,101136,신한라이프생명,"신한(간편가입)케어받는암보험(무배당, 갱신형)",주계약,"3,000만원",14700,15270,2.25 %,-,-,순수보장,갱신형,비유니버셜,대면채널  TM,2025-09-01,1588-5580
imp_000592,2025-07-07 11:22:54,7,0,0,0,,user_0112,42,40,M,0,0,43,129021,메트라이프생명,무배당 360 암보험(갱신형),주계약,"3,000만원",15000,9900,2.75 %,-,-,순수보장,갱신형,비유니버셜,대면채널,2025-04-01,1588-9600
imp_000593,2025-08-08 10:14:54,1,0,0,0,,user_0195,52,54,F,0,0,26,58559,KB라이프생명,KB 착한암보험 무배당(해약환급금 미지급형),주계약,"3,000만원",26820,15330,2.50 %,-,-,무해지/저해지환급,비갱신형,비유니버셜,CM,2025-09-01,1588-3374
imp_000594,2025-06-25 16:59:54,5,0,0,0,,user_0208,28,43,M,1,0,27,86417,미래에셋생명,온라인 암보험 무배당 [갱신형],주계약,"3,000만원",6450,7650,2.25 %,-,-,순수보장,갱신형,비유니버셜,CM,2025-06-28,1588-0220
imp_000595,2025-08-25 10:38:54,1,0,0,0,,user_0353,12,47,M,0,0,27,61873,ABL생명,무배당 ABL인터넷나를위한5대미니암보험,주계약,"1,000만원",956,713,2.50 %,-,-,순수보장,비갱신형,비유니버셜,CM,2024-04-01,0215886500
imp_000596,2025-09-13 16:38:54,5,0,0,0,,user_0586,18,34,F,1,0,41,53739,흥국생명,(무)흥국생명다재다능종합보험,주계약,"3,000만원",23886,19080,3.00 %,-,-,순수보장,비갱신형,비유니버셜,TM,2025-04-01,1588-2288
imp_000597,2025-08-31 10:57:54,4,0,0,0,,user_0194,90,53,F,0,2,45,49636,NH농협생명,"행복두배NH통합암보험(비갱신형,무배당)_2404",주계약,"2,500만원",79750,62000,2.50 %,-,-,순수보장,비갱신형,비유니버셜,대면채널  방카슈랑스  TM,2024-04-01,1544-4000
imp_000598,2025-07-07 16:30:54,1,0,0,0,,user_0137,61,51,F,0,0,30,99706,처브라이프생명,Chubb 매월받는 암생활비보험(갱신형) 무배당,주계약,"2,000만원 원",33600,32800,2.50 %,-,-,순수보장,갱신형,비유니버셜,대면채널,2024-05-01,02-1599-4600
imp_000599,2025-09-09 16:45:54,8,0,0,0,,user_0360,35,34,F,0,1,27,99966,KDB생명,(무)KDB다이렉트 암보험(해약환급금미지급형Ⅲ),주계약,"1,000만원",10940,7470,2.75 %,-,-,무해지/저해지환급,비갱신형,비유니버셜,CM,2025-04-01,1588-4040
imp_000600,2025-07-10 12:42:54,3,0,0,0,,user_0080,65,42,F,1,1,48,161198,푸본현대생명,ZERO 걱정없는 암보험 무배당/갱신형(2404),주계약,"3,000만원",13800,9000,2.60 %,-,-,순수보장,갱신형,비유니버셜,대면채널  TM,2025-01-01,1577-3311
imp_000601,2025-08-10 13:22:54,3,1,0,0,,user_0123,42,43,F,0,0,36,51828,메트라이프생명,무배당 360 암보험(갱신형),주계약,"3,000만원",15000,9900,2.75 %,-,-,순수보장,갱신형,비유니버셜,대면채널,2025-04-01,1588-9600
imp_000602,2025-07-16 15:06:54,2,0,0,0,,user_0457,66,51,M,0,0,26,76488,푸본현대생명,ZERO 걱정없는 암보험 간편가입 무배당/갱신형(2404),주계약,"3,000만원",19500,12000,2.60 %,-,-,순수보장,갱신형,비유니버셜,대면채널  TM,2025-01-01,1577-3311
imp_000603,2025-07-22 11:02:54,3,0,0,0,,user_0020,79,49,M,0,1,11,65668,라이나생명,(무)라이나다이렉트암보험(갱신형),주계약,"3,000만원",10767,13386,2.25 %,-,-,순수보장,갱신형,비유니버셜,CM,2025-01-01,15880058
imp_000604,2025-08-07 10:40:54,3,0,0,0,,user_0458,94,28,M,0,1,11,46792,교보라이프플래닛생명,"(무)교보라플 비갱신암보험(해약환급금 미지급형, 비흡연체)",주계약,"3,000만원",35760,26550,2.50 %,-,-,무해지/저해지환급,비갱신형,비유니버셜,CM,2025-09-01,1566-0999
imp_000605,2025-08-11 18:45:54,1,0,0,0,,user_0185,8,52,F,0,1,29,117268,한화생명,한화생명 시그니처H암보험 무배당,주계약,500만원,5100,3600,2.75 %,-,-,무해지/저해지환급,비갱신형,비유니버셜,대면채널,2025-09-01,1588-6363
imp_000606,2025-09-04 12:46:54,1,0,0,0,,user_0894,49,57,M,0,0,29,48476,KB라이프생명,KB 계획이다있는여성암보험 무배당,주계약,"3,000만원",0,18810,2.50 %,-,-,무해지/저해지환급,비갱신형,비유니버셜,CM,2025-09-01,1588-3374
imp_000607,2025-07-20 11:20:54,1,0,0,0,,user_0954,32,26,M,0,0,41,52462,KDB생명,(무)암만생각해도 KDB암보험 2.0(해약환급금미지급형Ⅲ),주계약,100만원,1130,780,2.75 %,-,-,무해지/저해지환급,비갱신형,비유니버셜,대면채널  TM,2025-04-01,1588-4040
imp_000608,2025-08-18 12:06:54,2,0,0,0,,user_0996,17,28,F,0,0,36,25926,흥국생명,(무)흥국생명다재다능종합보험(해약환급금미지급형V2),주계약,"3,000만원",19440,16062,3.00 %,-,-,무해지/저해지환급,비갱신형,비유니버셜,TM,2025-04-01,1588-2288
imp_000609,2025-08-25 16:33:54,2,0,0,0,,user_0686,58,65,F,0,0,29,56132,신한라이프생명,"신한(간편가입)케어받는암보험(무배당, 갱신형)",주계약,"3,000만원",14700,15270,2.25 %,-,-,순수보장,갱신형,비유니버셜,대면채널  TM,2025-09-01,1588-5580
imp_000610,2025-08-21 16:45:54,1,0,0,0,,user_0077,48,46,M,0,2,36,106448,KB라이프생명,KB 생활든든암보험 무배당(갱신형)(일반심사형),주계약,"3,000만원 원",12570,6510,2.50 %,-,-,순수보장,갱신형,비유니버셜,대면채널,2025-09-01,1588-3374
imp_000611,2025-08-08 12:39:54,5,1,0,0,,user_0107,92,36,F,0,0,29,108546,NH농협생명,"행복두배NH통합암보험(갱신형,무배당)_2404",주계약,"2,500만원",24250,29750,2.50 %,-,-,순수보장,갱신형,비유니버셜,대면채널  방카슈랑스  TM,2024-04-01,1544-4000
imp_000612,2025-09-11 11:46:54,1,0,0,0,,user_0773,11,62,F,0,1,42,59529,한화생명,한화생명 e암보험(비갱신형) 무배당 (비흡연체형),주계약,"3,000만원",30180,24870,2.75 %,-,-,무해지/저해지환급,비갱신형,비유니버셜,CM,2025-01-01,1588-6363
imp_000613,2025-06-24 18:25:54,1,0,0,0,,user_0829,66,52,F,0,1,47,60124,푸본현대생명,ZERO 걱정없는 암보험 간편가입 무배당/갱신형(2404),주계약,"3,000만원",19500,12000,2.60 %,-,-,순수보장,갱신형,비유니버셜,대면채널  TM,2025-01-01,1577-3311
imp_000614,2025-08-02 15:24:54,8,1,0,0,,user_0605,33,48,M,1,0,41,37409,KDB생명,(무)암만생각해도 KDB암보험 2.0(표준형),주계약,100만원,1280,860,2.75 %,-,-,순수보장,비갱신형,비유니버셜,대면채널  TM,2025-04-01,1588-4040
imp_000615,2025-08-11 16:05:54,3,0,0,0,,user_0259,49,39,M,0,1,11,57076,KB라이프생명,KB 계획이다있는여성암보험 무배당,주계약,"3,000만원",0,18810,2.50 %,-,-,무해지/저해지환급,비갱신형,비유니버셜,CM,2025-09-01,1588-3374
imp_000616,2025-09-16 09:26:54,2,0,0,0,,user_0289,58,40,M,1,0,41,97566,신한라이프생명,"신한(간편가입)케어받는암보험(무배당, 갱신형)",주계약,"3,000만원",14700,15270,2.25 %,-,-,순수보장,갱신형,비유니버셜,대면채널  TM,2025-09-01,1588-5580
imp_000617,2025-07-30 07:11:54,2,0,0,0,,user_0194,6,53,F,0,2,45,49636,한화생명,한화생명 간편가입 시그니처H보장보험 무배당,주계약,500만원,6800,4900,2.75 %,-,-,무해지/저해지환급,비갱신형,비유니버셜,대면채널,2025-09-01,1588-6363
imp_000618,2025-08-16 11:42:54,4,0,0,0,,user_0419,31,48,M,0,1,45,155937,미래에셋생명,온라인 더 잘고른 미니암보험 무배당,주계약,"1,000만원 (단, [여성형]은 500만원)",1796,3038,2.00 %,-,-,순수보장,비갱신형,비유니버셜,CM,2025-06-28,1588-0220
imp_000619,2025-06-28 09:27:54,1,0,0,0,,user_0339,88,48,F,0,0,26,55849,NH농협생명,"새로나온NH암보험(비갱신형, 순수보장형, 무배당)_2404",주계약,"3,000만원",53700,42600,2.50 %,-,-,순수보장,비갱신형,비유니버셜,대면채널  방카슈랑스,2024-05-02,1544-4000
imp_000620,2025-08-08 17:04:54,1,0,0,0,,user_0412,5,56,M,1,1,48,38378,한화생명,한화생명 e시그니처암보험 무배당,주계약,"3,000만원",31842,23961,2.75 %,-,-,무해지/저해지환급,비갱신형,비유니버셜,CM,2025-09-01,1588-6363
imp_000621,2025-09-11 18:59:54,1,0,0,0,,user_0551,43,47,F,0,0,46,137502,메트라이프생명,무배당 메트라이프 간암및췌장암진단보험,주계약,500만원,1900,1100,2.30 %,-,-,순수보장,비갱신형,비유니버셜,CM,2024-04-01,1588-9600
imp_000622,2025-07-10 09:37:54,3,0,0,0,,user_0842,45,64,F,0,0,43,34731,메트라이프생명,무배당 메트라이프 위암및식도암진단보험,주계약,500만원,2150,2150,2.30 %,-,-,순수보장,비갱신형,비유니버셜,CM,2024-04-01,1588-9600
imp_000623,2025-08-11 06:40:54,10,0,0,0,,user_0141,36,42,F,0,0,49,141791,KDB생명,(무)KDB다이렉트 암보험(표준형),주계약,"1,000만원",12160,8130,2.75 %,-,-,순수보장,비갱신형,비유니버셜,CM,2025-04-01,1588-4040
imp_000624,2025-09-14 14:22:54,1,0,0,0,,user_0918,93,60,F,0,0,27,29745,NH농협생명,"새로나온NH암보험(갱신형,순수보장형,무배당)_2404",주계약,"3,000만원",19200,22500,2.50 %,-,-,순수보장,갱신형,비유니버셜,대면채널  방카슈랑스,2024-05-02,1544-4000
imp_000625,2025-07-09 08:12:54,3,0,0,0,,user_0111,93,29,F,0,0,48,47035,NH농협생명,"새로나온NH암보험(갱신형,순수보장형,무배당)_2404",주계약,"3,000만원",19200,22500,2.50 %,-,-,순수보장,갱신형,비유니버셜,대면채널  방카슈랑스,2024-05-02,1544-4000
imp_000626,2025-07-21 11:18:54,1,1,0,0,,user_0722,67,43,F,0,0,48,37236,라이나생명,무배당라이나퍼펙트케어암보험(갱신형),주계약,"3,000만원",13200,25500,2.25 %,-,-,순수보장,갱신형,비유니버셜,대면채널  TM,2025-05-19,1588-0058
imp_000627,2025-09-08 15:17:54,8,0,0,0,,user_0942,45,31,F,1,1,26,84209,메트라이프생명,무배당 메트라이프 위암및식도암진단보험,주계약,500만원,2150,2150,2.30 %,-,-,순수보장,비갱신형,비유니버셜,CM,2024-04-01,1588-9600
imp_000628,2025-07-22 08:31:54,1,1,0,0,,user_0824,51,30,M,0,1,30,85906,KB라이프생명,KB 착한암보험 무배당,주계약,"3,000만원",27600,15600,2.50 %,-,-,무해지/저해지환급,비갱신형,비유니버셜,CM,2025-09-01,1588-3374
imp_000629,2025-07-27 08:30:54,3,1,0,0,,user_0929,12,69,F,0,0,45,68959,ABL생명,무배당 ABL인터넷나를위한5대미니암보험,주계약,"1,000만원",956,713,2.50 %,-,-,순수보장,비갱신형,비유니버셜,CM,2024-04-01,0215886500
imp_000630,2025-09-11 12:20:54,4,0,0,0,,user_0597,38,53,M,0,0,42,87701,DB생명,(무)e로운 암보험(갱신형)(2404),주계약,"3,000만원",14700,20100,3.00 %,-,-,순수보장,갱신형,비유니버셜,CM,2025-09-01,1588-3131
imp_000631,2025-06-21 16:36:54,3,1,0,0,,user_0258,91,47,F,0,2,46,164629,NH농협생명,"새로나온NH암보험(갱신형,건강관리형,무배당)_2404",주계약,"3,000만원",30300,33600,2.50 %,-,-,만기환급,갱신형,비유니버셜,대면채널  방카슈랑스,2024-05-02,1544-4000
imp_000632,2025-08-05 13:25:54,1,1,0,0,,user_0633,83,30,M,0,1,49,47392,AIA생명,(무) AIA 100세 든든 슈퍼 암보험 (갱신형),주계약,"3,000만원",9000,12000,2.25 %,-,-,순수보장,갱신형,비유니버셜,TM  CM,2025-09-01,1588-9898
imp_000633,2025-06-25 13:53:54,2,0,0,0,,user_0614,44,27,F,0,0,11,44897,메트라이프생명,무배당 메트라이프 폐암및후두암진단보험,주계약,500만원,1050,1100,2.30 %,-,-,순수보장,비갱신형,비유니버셜,CM,2024-04-01,1588-9600
imp_000634,2025-09-17 17:15:54,1,0,0,0,,user_0896,18,48,M,1,0,49,117287,흥국생명,(무)흥국생명다재다능종합보험,주계약,"3,000만원",23886,19080,3.00 %,-,-,순수보장,비갱신형,비유니버셜,TM,2025-04-01,1588-2288
imp_000635,2025-08-08 09:06:54,6,0,0,0,,user_0633,79,30,M,0,1,49,47392,라이나생명,(무)라이나다이렉트암보험(갱신형),주계약,"3,000만원",10767,13386,2.25 %,-,-,순수보장,갱신형,비유니버셜,CM,2025-01-01,15880058
imp_000636,2025-09-18 11:09:54,3,0,0,0,,user_0856,73,30,F,0,0,49,80984,라이나생명,무배당뉴스타트플러스암보험(갱신형)_1형(플러스형),주계약,"3,000만원",10500,19800,2.25 %,-,-,순수보장,갱신형,비유니버셜,TM,2025-01-01,15880058
imp_000637,2025-09-13 10:14:55,4,0,0,0,,user_0310,12,50,M,0,0,44,90743,ABL생명,무배당 ABL인터넷나를위한5대미니암보험,주계약,"1,000만원",956,713,2.50 %,-,-,순수보장,비갱신형,비유니버셜,CM,2024-04-01,0215886500
imp_000638,2025-07-10 14:23:55,2,0,0,0,,user_0063,68,54,M,0,1,26,43209,라이나생명,(무)첫날부터라이나암보험(갱신형),주계약,"1,000만원",6500,6600,2.25 %,-,-,순수보장,갱신형,비유니버셜,TM,2025-01-01,15880058
imp_000639,2025-09-12 11:58:55,3,0,0,0,,user_0149,92,35,F,0,0,30,33041,NH농협생명,"행복두배NH통합암보험(갱신형,무배당)_2404",주계약,"2,500만원",24250,29750,2.50 %,-,-,순수보장,갱신형,비유니버셜,대면채널  방카슈랑스  TM,2024-04-01,1544-4000
imp_000640,2025-07-23 16:30:55,2,0,0,0,,user_0045,28,52,M,0,0,31,82942,미래에셋생명,온라인 암보험 무배당 [갱신형],주계약,"3,000만원",6450,7650,2.25 %,-,-,순수보장,갱신형,비유니버셜,CM,2025-06-28,1588-0220
imp_000641,2025-09-16 12:40:55,5,0,0,0,,user_0567,67,35,F,0,0,36,82296,라이나생명,무배당라이나퍼펙트케어암보험(갱신형),주계약,"3,000만원",13200,25500,2.25 %,-,-,순수보장,갱신형,비유니버셜,대면채널  TM,2025-05-19,1588-0058
imp_000642,2025-09-09 16:43:55,1,0,0,0,,user_0825,56,21,F,0,1,49,79445,신한라이프생명,"신한SOL암보험(무배당, 해약환급금 미지급형)",주계약,"3,000만원",29010,21840,2.25 %,-,-,무해지/저해지환급,비갱신형,비유니버셜,CM,2025-09-01,1588-5580
imp_000643,2025-08-04 15:36:55,5,0,0,0,,user_0937,53,41,M,1,1,11,95181,KB라이프생명,KB toss착한암보험 무배당,주계약,"3,000만원",27600,15600,2.50 %,-,-,무해지/저해지환급,비갱신형,비유니버셜,CM,2025-09-01,1588-3374
imp_000644,2025-07-26 10:40:55,1,0,0,0,,user_0257,53,35,M,0,0,26,79798,KB라이프생명,KB toss착한암보험 무배당,주계약,"3,000만원",27600,15600,2.50 %,-,-,무해지/저해지환급,비갱신형,비유니버셜,CM,2025-09-01,1588-3374
imp_000645,2025-07-18 15:03:55,2,0,0,0,,user_0086,43,57,F,0,0,43,75458,메트라이프생명,무배당 메트라이프 간암및췌장암진단보험,주계약,500만원,1900,1100,2.30 %,-,-,순수보장,비갱신형,비유니버셜,CM,2024-04-01,1588-9600
imp_000646,2025-09-12 17:13:55,2,1,0,0,,user_0053,83,29,M,0,0,47,22319,AIA생명,(무) AIA 100세 든든 슈퍼 암보험 (갱신형),주계약,"3,000만원",9000,12000,2.25 %,-,-,순수보장,갱신형,비유니버셜,TM  CM,2025-09-01,1588-9898
imp_000647,2025-07-25 11:57:55,2,0,0,0,,user_0396,57,48,M,0,1,44,86687,신한라이프생명,"신한(간편가입)바로케어받는암보험(무배당, 갱신형)",주계약,"3,000만원",21960,23280,2.25 %,-,-,순수보장,갱신형,비유니버셜,대면채널  TM,2025-09-01,1588-5580
imp_000648,2025-07-18 11:17:55,1,0,0,0,,user_0708,44,50,F,0,0,36,80034,메트라이프생명,무배당 메트라이프 폐암및후두암진단보험,주계약,500만원,1050,1100,2.30 %,-,-,순수보장,비갱신형,비유니버셜,CM,2024-04-01,1588-9600
imp_000649,2025-06-27 07:13:55,3,0,0,0,,user_0194,30,53,F,0,2,45,49636,미래에셋생명,온라인 암보험 무배당 [기본형],주계약,"3,000만원",34380,23070,2.25 %,-,-,순수보장,비갱신형,비유니버셜,CM,2025-06-28,1588-0220
imp_000650,2025-09-04 15:09:55,4,0,0,0,,user_0638,84,35,M,1,1,27,40990,AIA생명,(무) 원스톱 더 드림 암보험II (갱신형),주계약,"3,000만원",9900,12900,2.25 %,-,-,순수보장,갱신형,비유니버셜,TM,2025-09-01,1588-9898
imp_000651,2025-08-03 13:36:55,2,0,0,0,,user_0378,87,51,M,0,0,42,63056,NH농협생명,"NHe편한암보험(갱신형,비갱신형,무배당)_(갱신형, 일반가입형)",주계약,"3,000만원",21000,17700,2.50 %,-,-,순수보장,갱신형,비유니버셜,CM,2025-01-01,1544-4000
imp_000652,2025-08-11 06:53:55,1,0,0,0,,user_0745,43,68,M,1,0,49,23223,메트라이프생명,무배당 메트라이프 간암및췌장암진단보험,주계약,500만원,1900,1100,2.30 %,-,-,순수보장,비갱신형,비유니버셜,CM,2024-04-01,1588-9600
imp_000653,2025-08-21 07:18:55,1,0,0,0,,user_0600,12,35,F,0,1,27,90560,ABL생명,무배당 ABL인터넷나를위한5대미니암보험,주계약,"1,000만원",956,713,2.50 %,-,-,순수보장,비갱신형,비유니버셜,CM,2024-04-01,0215886500
imp_000654,2025-09-08 13:22:55,1,0,0,0,,user_0627,48,46,F,0,0,49,53233,KB라이프생명,KB 생활든든암보험 무배당(갱신형)(일반심사형),주계약,"3,000만원 원",12570,6510,2.50 %,-,-,순수보장,갱신형,비유니버셜,대면채널,2025-09-01,1588-3374
imp_000655,2025-06-21 17:05:55,1,0,0,0,,user_0397,44,53,F,0,2,36,161620,메트라이프생명,무배당 메트라이프 폐암및후두암진단보험,주계약,500만원,1050,1100,2.30 %,-,-,순수보장,비갱신형,비유니버셜,CM,2024-04-01,1588-9600
imp_000656,2025-08-03 06:48:55,2,0,0,0,,user_0607,28,49,F,0,0,46,120898,미래에셋생명,온라인 암보험 무배당 [갱신형],주계약,"3,000만원",6450,7650,2.25 %,-,-,순수보장,갱신형,비유니버셜,CM,2025-06-28,1588-0220
imp_000657,2025-08-18 15:34:55,2,1,0,0,,user_0614,83,27,F,0,0,11,44897,AIA생명,(무) AIA 100세 든든 슈퍼 암보험 (갱신형),주계약,"3,000만원",9000,12000,2.25 %,-,-,순수보장,갱신형,비유니버셜,TM  CM,2025-09-01,1588-9898
imp_000658,2025-08-06 14:32:55,1,0,0,0,,user_0624,43,62,F,0,0,41,33688,메트라이프생명,무배당 메트라이프 간암및췌장암진단보험,주계약,500만원,1900,1100,2.30 %,-,-,순수보장,비갱신형,비유니버셜,CM,2024-04-01,1588-9600
imp_000659,2025-09-05 15:49:55,5,0,0,0,,user_0926,81,26,M,0,0,49,55692,AIA생명,(무) AIA 건강+ 암보험 (갱신형) 2형,주계약,"3,000만원",19800,19500,2.25 %,-,-,순수보장,갱신형,비유니버셜,대면채널  TM,2025-09-01,1588-9898
imp_000660,2025-07-25 14:00:55,6,1,0,0,,user_0260,12,62,F,0,0,36,26236,ABL생명,무배당 ABL인터넷나를위한5대미니암보험,주계약,"1,000만원",956,713,2.50 %,-,-,순수보장,비갱신형,비유니버셜,CM,2024-04-01,0215886500
imp_000661,2025-07-06 09:15:55,5,0,0,0,,user_0320,48,48,M,0,1,30,144280,KB라이프생명,KB 생활든든암보험 무배당(갱신형)(일반심사형),주계약,"3,000만원 원",12570,6510,2.50 %,-,-,순수보장,갱신형,비유니버셜,대면채널,2025-09-01,1588-3374
imp_000662,2025-08-30 15:09:55,2,0,0,0,,user_0334,12,51,M,0,1,31,93733,ABL생명,무배당 ABL인터넷나를위한5대미니암보험,주계약,"1,000만원",956,713,2.50 %,-,-,순수보장,비갱신형,비유니버셜,CM,2024-04-01,0215886500
imp_000663,2025-08-19 16:53:55,2,0,0,0,,user_0250,28,30,F,0,0,11,42221,미래에셋생명,온라인 암보험 무배당 [갱신형],주계약,"3,000만원",6450,7650,2.25 %,-,-,순수보장,갱신형,비유니버셜,CM,2025-06-28,1588-0220
imp_000664,2025-08-03 12:25:55,3,1,0,0,,user_0724,28,56,F,0,1,46,137766,미래에셋생명,온라인 암보험 무배당 [갱신형],주계약,"3,000만원",6450,7650,2.25 %,-,-,순수보장,갱신형,비유니버셜,CM,2025-06-28,1588-0220
imp_000665,2025-06-30 06:53:55,1,1,0,0,,user_0071,51,68,F,0,1,26,98943,KB라이프생명,KB 착한암보험 무배당,주계약,"3,000만원",27600,15600,2.50 %,-,-,무해지/저해지환급,비갱신형,비유니버셜,CM,2025-09-01,1588-3374
imp_000666,2025-09-08 17:08:55,5,1,1,0,,user_0924,57,52,M,0,1,42,58805,신한라이프생명,"신한(간편가입)바로케어받는암보험(무배당, 갱신형)",주계약,"3,000만원",21960,23280,2.25 %,-,-,순수보장,갱신형,비유니버셜,대면채널  TM,2025-09-01,1588-5580
imp_000667,2025-07-24 07:37:55,4,0,0,0,,user_0487,46,44,M,1,0,43,76441,메트라이프생명,무배당 메트라이프 대장암및소장암진단보험,주계약,500만원,2950,2300,2.30 %,-,-,순수보장,비갱신형,비유니버셜,CM,2024-04-01,1588-9600
imp_000668,2025-08-17 09:00:55,2,0,0,0,,user_0651,51,47,M,0,0,42,57712,KB라이프생명,KB 착한암보험 무배당,주계약,"3,000만원",27600,15600,2.50 %,-,-,무해지/저해지환급,비갱신형,비유니버셜,CM,2025-09-01,1588-3374
imp_000669,2025-09-05 08:46:55,6,0,0,0,,user_0591,16,69,M,0,0,45,40120,삼성생명,"삼성 인터넷암보험(2404)(갱신형,무배당)",주계약,"2,500만원",12750,15500,2.00 %,-,-,순수보장,갱신형,비유니버셜,CM,2024-04-01,1588-3114
imp_000670,2025-07-06 07:02:55,3,0,0,0,,user_0596,70,28,F,0,0,48,39853,라이나생명,(무)뉴실버암보험(갱신형),주계약,"3,000만원",101700,51300,2.25 %,-,-,순수보장,갱신형,비유니버셜,TM,2025-04-01,15880058
imp_000671,2025-09-08 08:38:55,1,1,0,0,,user_0798,67,39,M,0,0,36,94644,라이나생명,무배당라이나퍼펙트케어암보험(갱신형),주계약,"3,000만원",13200,25500,2.25 %,-,-,순수보장,갱신형,비유니버셜,대면채널  TM,2025-05-19,1588-0058
imp_000672,2025-07-22 18:07:55,8,0,0,0,,user_0061,16,47,F,0,0,43,81167,삼성생명,"삼성 인터넷암보험(2404)(갱신형,무배당)",주계약,"2,500만원",12750,15500,2.00 %,-,-,순수보장,갱신형,비유니버셜,CM,2024-04-01,1588-3114
imp_000673,2025-07-30 18:14:55,2,0,0,0,,user_0800,33,49,F,0,0,26,87473,KDB생명,(무)암만생각해도 KDB암보험 2.0(표준형),주계약,100만원,1280,860,2.75 %,-,-,순수보장,비갱신형,비유니버셜,대면채널  TM,2025-04-01,1588-4040
imp_000674,2025-08-20 08:12:55,1,0,0,0,,user_0265,28,45,F,0,0,11,48230,미래에셋생명,온라인 암보험 무배당 [갱신형],주계약,"3,000만원",6450,7650,2.25 %,-,-,순수보장,갱신형,비유니버셜,CM,2025-06-28,1588-0220
imp_000675,2025-08-18 09:18:55,5,0,0,0,,user_0643,17,41,F,0,0,49,57363,흥국생명,(무)흥국생명다재다능종합보험(해약환급금미지급형V2),주계약,"3,000만원",19440,16062,3.00 %,-,-,무해지/저해지환급,비갱신형,비유니버셜,TM,2025-04-01,1588-2288
imp_000676,2025-09-16 16:16:55,4,0,0,0,,user_0558,73,44,M,0,0,31,71106,라이나생명,무배당뉴스타트플러스암보험(갱신형)_1형(플러스형),주계약,"3,000만원",10500,19800,2.25 %,-,-,순수보장,갱신형,비유니버셜,TM,2025-01-01,15880058
