interaction_id,user_id,policy_id,clicked,quoted,purchased,uw_decline_reason
imp_000696,user_0089,18,0,0,0,
imp_000697,user_0633,21,0,0,0,
imp_000698,user_0017,34,0,0,0,
imp_000699,user_0097,57,0,0,0,
imp_000700,user_0949,67,0,0,0,
imp_000701,user_0256,76,0,0,0,
imp_000702,user_0210,12,0,0,0,
imp_000703,user_0021,66,0,0,0,
imp_000704,user_0812,49,0,0,0,
imp_000705,user_0855,77,0,0,0,
imp_000706,user_0078,12,0,0,0,
imp_000707,user_0961,50,0,0,0,
imp_000708,user_0038,65,1,0,0,
imp_000709,user_0411,62,0,0,0,
imp_000710,user_0899,38,0,0,0,
imp_000711,user_0159,12,0,0,0,
imp_000712,user_0089,42,1,0,0,
imp_000713,user_0994,28,0,0,0,
imp_000714,user_0612,18,0,0,0,
imp_000715,user_0239,42,0,0,0,
imp_000716,user_0448,17,0,0,0,
imp_000717,user_0890,23,0,0,0,
imp_000718,user_0919,82,0,0,0,
imp_000719,user_0763,12,0,0,0,
imp_000720,user_0417,80,0,0,0,
imp_000721,user_0653,45,0,0,0,
imp_000722,user_0684,24,0,0,0,
imp_000723,user_0168,11,0,0,0,
imp_000724,user_0991,28,0,0,0,
imp_000725,user_0014,71,0,0,0,
imp_000726,user_0101,48,1,0,0,
imp_000727,user_0584,33,0,0,0,
imp_000728,user_0420,46,0,0,0,
imp_000729,user_0899,48,0,0,0,
imp_000730,user_0929,74,0,0,0,
imp_000731,user_0195,72,1,0,0,
imp_000732,user_0404,16,0,0,0,
imp_000733,user_0564,36,0,0,0,
imp_000734,user_0950,48,1,0,0,
imp_000735,user_0012,68,0,0,0,
imp_000736,user_0058,87,0,0,0,
imp_000737,user_0247,61,0,0,0,
imp_000738,user_0544,28,0,0,0,
imp_000739,user_0622,5,0,0,0,
imp_000740,user_0060,51,0,0,0,
imp_000741,user_0148,95,0,0,0,
imp_000742,user_0261,42,0,0,0,
imp_000743,user_0721,40,1,0,0,
imp_000744,user_0281,28,1,0,0,
imp_000745,user_0158,12,0,0,0,
imp_000746,user_0181,51,1,0,0,
imp_000747,user_0443,12,0,0,0,
imp_000748,user_0310,13,0,0,0,
imp_000749,user_0842,13,0,0,0,
imp_000750,user_0497,31,0,0,0,
imp_000751,user_0983,31,0,0,0,
imp_000752,user_0101,65,0,0,0,
imp_000753,user_0901,12,0,0,0,
imp_000754,user_0638,81,1,0,0,
imp_000755,user_0546,6,0,0,0,
imp_000756,user_0077,58,0,0,0,
imp_000757,user_0569,12,0,0,0,
imp_000758,user_0340,18,1,0,0,
imp_000759,user_0271,12,0,0,0,
imp_000760,user_0867,49,1,0,0,
imp_000761,user_0532,50,0,0,0,
imp_000762,user_0227,73,1,0,0,
imp_000763,user_0320,12,1,0,0,
imp_000764,user_0796,50,0,0,0,
imp_000765,user_0862,23,0,0,0,
imp_000766,user_0621,38,0,0,0,
imp_000767,user_0763,8,0,0,0,
imp_000768,user_0815,77,0,0,0,
imp_000769,user_0223,41,0,0,0,
imp_000770,user_0659,16,0,0,0,
imp_000771,user_0277,93,0,0,0,
imp_000772,user_0371,45,1,0,0,
imp_000773,user_0547,9,1,0,0,
imp_000774,user_0939,12,0,0,0,
imp_000775,user_0294,8,0,0,0,
imp_000776,user_0515,77,0,0,0,
imp_000777,user_0554,12,0,0,0,
imp_000778,user_0612,94,0,0,0,
imp_000779,user_0116,28,0,0,0,
imp_000780,user_0391,43,0,0,0,
imp_000781,user_0110,68,0,0,0,
imp_000782,user_0967,76,0,0,0,
imp_000783,user_0592,68,0,0,0,
imp_000784,user_0684,74,1,0,0,
imp_000785,user_0243,82,0,0,0,
imp_000786,user_0436,45,0,0,0,
imp_000787,user_0343,8,0,0,0,
imp_000788,user_0447,66,0,0,0,
imp_000789,user_0366,75,0,0,0,
imp_000790,user_0011,12,1,0,0,
imp_000791,user_0076,31,0,0,0,
imp_000792,user_0077,14,1,1,0,
imp_000793,user_0946,19,0,0,0,
imp_000794,user_0111,58,0,0,0,
imp_000795,user_0377,20,0,0,0,
imp_000796,user_0807,73,1,0,0,
imp_000797,user_0692,54,0,0,0,
imp_000798,user_0810,96,0,0,0,
imp_000799,user_0095,64,0,0,0,
imp_000800,user_0259,68,0,0,0,
imp_000801,user_0925,92,0,0,0,
imp_000802,user_0395,38,0,0,0,
imp_000803,user_0862,55,0,0,0,
imp_000804,user_0481,53,0,0,0,
imp_000805,user_0427,12,1,0,0,
imp_000806,user_0337,67,1,0,0,
imp_000807,user_0252,16,0,0,0,
imp_000808,user_0227,49,0,0,0,
imp_000809,user_0881,44,0,0,0,
imp_000810,user_0728,44,1,0,0,
imp_000811,user_0300,12,0,0,0,
imp_000812,user_0025,83,0,0,0,
imp_000813,user_0012,79,0,0,0,
imp_000814,user_0673,31,0,0,0,
imp_000815,user_0007,65,0,0,0,
imp_000816,user_0530,31,1,0,0,
imp_000817,user_0909,15,0,0,0,
imp_000818,user_0612,65,0,0,0,
imp_000819,user_0608,44,0,0,0,
imp_000820,user_0272,9,1,0,0,
imp_000821,user_0688,29,0,0,0,
imp_000822,user_0098,65,1,1,0,고위험 직업
imp_000823,user_0690,87,0,0,0,
imp_000824,user_0991,53,0,0,0,
imp_000825,user_0857,42,0,0,0,
imp_000826,user_0372,55,0,0,0,
imp_000827,user_0421,12,0,0,0,
imp_000828,user_0356,10,0,0,0,
imp_000829,user_0967,6,1,0,0,
imp_000830,user_0027,22,0,0,0,
imp_000831,user_0702,82,0,0,0,
imp_000832,user_0798,24,1,0,0,
imp_000833,user_1000,6,0,0,0,
imp_000834,user_0778,34,1,0,0,
imp_000835,user_0336,63,1,1,0,
imp_000836,user_0766,84,1,0,0,
imp_000837,user_0433,50,0,0,0,
imp_000838,user_0449,33,0,0,0,
imp_000839,user_0797,68,0,0,0,
imp_000840,user_0339,77,0,0,0,
imp_000841,user_0486,11,0,0,0,
imp_000842,user_0515,31,0,0,0,
imp_000843,user_0181,65,0,0,0,
imp_000844,user_0019,72,0,0,0,
imp_000845,user_0530,53,0,0,0,
imp_000846,user_0507,31,0,0,0,
imp_000847,user_0941,42,1,0,0,
imp_000848,user_0004,81,0,0,0,
imp_000849,user_0481,11,0,0,0,
imp_000850,user_0021,27,1,0,0,
imp_000851,user_0907,52,0,0,0,
imp_000852,user_0769,34,1,0,0,
imp_000853,user_0004,79,0,0,0,
imp_000854,user_0411,32,1,0,0,
imp_000855,user_0776,34,0,0,0,
imp_000856,user_0101,12,1,1,0,
imp_000857,user_0389,57,0,0,0,
imp_000858,user_0190,8,0,0,0,
imp_000859,user_0229,48,0,0,0,
imp_000860,user_0653,51,0,0,0,
imp_000861,user_0840,42,0,0,0,
imp_000862,user_0880,73,0,0,0,
imp_000863,user_0417,5,0,0,0,
imp_000864,user_0051,72,0,0,0,
imp_000865,user_0811,84,0,0,0,
imp_000866,user_0234,49,0,0,0,
imp_000867,user_0089,95,0,0,0,
imp_000868,user_0656,2,1,0,0,
imp_000869,user_0446,46,0,0,0,
imp_000870,user_0900,19,1,0,0,
imp_000871,user_0414,84,0,0,0,
imp_000872,user_0428,13,1,0,0,
imp_000873,user_0681,48,0,0,0,
imp_000874,user_0895,32,0,0,0,
imp_000875,user_0753,12,1,1,0,과거 질병 이력
imp_000876,user_0083,65,0,0,0,
imp_000877,user_0783,56,0,0,0,
imp_000878,user_0470,9,0,0,0,
imp_000879,user_0200,44,1,0,0,
imp_000880,user_0791,24,0,0,0,
imp_000881,user_0956,12,0,0,0,
imp_000882,user_0897,44,0,0,0,
imp_000883,user_0980,48,0,0,0,
imp_000884,user_0783,66,0,0,0,
imp_000885,user_0689,48,1,0,0,
imp_000886,user_0101,44,0,0,0,
imp_000887,user_0528,56,0,0,0,
imp_000888,user_0272,31,1,0,0,
imp_000889,user_0333,61,0,0,0,
imp_000890,user_0468,61,0,0,0,
imp_000891,user_0757,67,0,0,0,
imp_000892,user_0919,81,0,0,0,
imp_000893,user_0793,55,0,0,0,
imp_000894,user_0756,47,0,0,0,
imp_000895,user_0289,17,0,0,0,
imp_000896,user_0101,44,1,0,0,
imp_000897,user_0106,74,0,0,0,
imp_000898,user_0256,12,1,0,0,
imp_000899,user_0270,40,0,0,0,
imp_000900,user_0984,81,0,0,0,
imp_000901,user_0578,54,0,0,0,
imp_000902,user_0871,17,0,0,0,
imp_000903,user_0334,50,0,0,0,
imp_000904,user_0495,46,0,0,0,
imp_000905,user_0379,84,1,0,0,
imp_000906,user_0094,40,0,0,0,
imp_000907,user_0041,50,1,0,0,
imp_000908,user_0986,43,0,0,0,
imp_000909,user_0271,83,0,0,0,
imp_000910,user_0852,50,0,0,0,
imp_000911,user_0066,50,0,0,0,
imp_000912,user_0234,47,0,0,0,
imp_000913,user_0940,24,0,0,0,
imp_000914,user_0111,12,0,0,0,
imp_000915,user_0780,30,0,0,0,
imp_000916,user_0740,23,1,0,0,
imp_000917,user_0864,76,1,0,0,
imp_000918,user_0136,67,1,0,0,
imp_000919,user_0326,28,0,0,0,
imp_000920,user_0808,50,0,0,0,
imp_000921,user_0417,80,1,0,0,
imp_000922,user_0131,67,0,0,0,
imp_000923,user_0186,12,0,0,0,
imp_000924,user_0290,10,0,0,0,
imp_000925,user_0820,50,0,0,0,
imp_000926,user_0098,12,0,0,0,
imp_000927,user_0416,33,0,0,0,
imp_000928,user_0244,79,0,0,0,
imp_000929,user_0565,23,0,0,0,
imp_000930,user_0497,32,0,0,0,
imp_000931,user_0325,81,0,0,0,
imp_000932,user_0536,31,1,0,0,
imp_000933,user_0506,44,1,0,0,
imp_000934,user_0040,79,0,0,0,
imp_000935,user_0934,4,0,0,0,
imp_000936,user_0566,51,1,0,0,
imp_000937,user_0757,31,0,0,0,
imp_000938,user_0785,12,0,0,0,
imp_000939,user_0600,58,0,0,0,
imp_000940,user_0221,91,1,0,0,
imp_000941,user_0671,76,0,0,0,
imp_000942,user_0165,44,0,0,0,
imp_000943,user_0075,47,0,0,0,
imp_000944,user_0166,33,0,0,0,
imp_000945,user_0326,45,0,0,0,
imp_000946,user_0760,92,0,0,0,
imp_000947,user_0419,12,0,0,0,
imp_000948,user_0500,15,0,0,0,
imp_000949,user_0982,83,0,0,0,
imp_000950,user_0953,73,0,0,0,
imp_000951,user_0893,44,1,0,0,
imp_000952,user_0483,83,1,1,0,
imp_000953,user_0023,43,1,0,0,
imp_000954,user_0047,17,0,0,0,
imp_000955,user_0591,5,1,0,0,
imp_000956,user_0477,35,0,0,0,
imp_000957,user_0800,2,0,0,0,
imp_000958,user_0368,50,0,0,0,
imp_000959,user_0455,75,0,0,0,
imp_000960,user_0690,73,0,0,0,
imp_000961,user_0592,46,0,0,0,
imp_000962,user_0571,12,0,0,0,
imp_000963,user_0249,89,0,0,0,
imp_000964,user_0224,4,1,0,0,
imp_000965,user_0062,12,0,0,0,
imp_000966,user_0898,18,0,0,0,
imp_000967,user_0910,48,1,0,0,
imp_000968,user_0539,77,0,0,0,
imp_000969,user_0075,52,0,0,0,
imp_000970,user_0083,29,0,0,0,
imp_000971,user_0685,12,0,0,0,
imp_000972,user_0524,87,0,0,0,
imp_000973,user_0535,41,1,0,0,
imp_000974,user_0507,49,1,0,0,
imp_000975,user_0477,73,0,0,0,
imp_000976,user_0033,28,1,0,0,
imp_000977,user_0497,9,0,0,0,
imp_000978,user_0026,79,0,0,0,
imp_000979,user_0610,47,0,0,0,
imp_000980,user_0972,70,1,0,0,
imp_000981,user_0045,53,1,0,0,
imp_000982,user_0178,16,1,0,0,
imp_000983,user_0835,66,0,0,0,
imp_000984,user_0476,73,0,0,0,
imp_000985,user_0009,65,0,0,0,
imp_000986,user_0056,35,1,0,0,
imp_000987,user_0999,12,1,0,0,
imp_000988,user_0820,84,0,0,0,
imp_000989,user_0704,65,0,0,0,
imp_000990,user_0559,81,0,0,0,
imp_000991,user_0400,65,0,0,0,
imp_000992,user_0611,16,0,0,0,
imp_000993,user_0261,55,0,0,0,
imp_000994,user_0299,73,0,0,0,
imp_000995,user_0848,8,0,0,0,
imp_000996,user_0074,43,0,0,0,
imp_000997,user_0856,69,0,0,0,
imp_000998,user_0463,12,0,0,0,
imp_000999,user_0199,70,0,0,0,
imp_001000,user_0835,52,1,0,0,
imp_001001,user_0380,28,0,0,0,
imp_001002,user_0094,22,0,0,0,
imp_001003,user_0556,15,0,0,0,
imp_001004,user_0591,67,1,0,0,
imp_001005,user_0615,71,0,0,0,
imp_001006,user_0108,79,1,0,0,
imp_001007,user_0746,87,0,0,0,
imp_001008,user_0453,53,0,0,0,
imp_001009,user_0573,4,0,0,0,
imp_001010,user_0706,3,0,0,0,
imp_001011,user_0209,47,0,0,0,
imp_001012,user_0144,4,0,0,0,
imp_001013,user_0520,44,0,0,0,
imp_001014,user_0419,79,1,0,0,
imp_001015,user_0784,57,0,0,0,
imp_001016,user_0168,46,0,0,0,
imp_001017,user_0551,42,0,0,0,
imp_001018,user_0766,42,0,0,0,
imp_001019,user_0828,46,0,0,0,
imp_001020,user_0632,3,1,1,0,
imp_001021,user_0552,48,0,0,0,
imp_001022,user_0768,36,0,0,0,
imp_001023,user_0510,5,0,0,0,
imp_001024,user_0949,31,0,0,0,
imp_001025,user_0999,83,1,1,0,기타 건강상 위험요인
imp_001026,user_0014,28,0,0,0,
imp_001027,user_0722,28,1,1,0,
imp_001028,user_0018,29,0,0,0,
imp_001029,user_0455,12,1,1,0,기타 건강상 위험요인
imp_001030,user_0843,34,1,0,0,
imp_001031,user_0262,50,0,0,0,
imp_001032,user_0908,31,0,0,0,
imp_001033,user_0648,62,0,0,0,
imp_001034,user_0761,61,0,0,0,
imp_001035,user_0277,74,0,0,0,
imp_001036,user_0597,24,0,0,0,
imp_001037,user_0407,52,0,0,0,
imp_001038,user_0388,52,0,0,0,
imp_001039,user_0557,83,0,0,0,
imp_001040,user_0446,51,0,0,0,
imp_001041,user_0985,58,0,0,0,
imp_001042,user_0669,30,0,0,0,
imp_001043,user_0767,16,0,0,0,
imp_001044,user_0568,50,0,0,0,
imp_001045,user_0871,65,0,0,0,
imp_001046,user_0309,93,1,0,0,
imp_001047,user_0863,95,0,0,0,
imp_001048,user_0843,24,0,0,0,
imp_001049,user_0427,79,0,0,0,
imp_001050,user_0089,10,0,0,0,
imp_001051,user_0790,45,0,0,0,
imp_001052,user_0008,72,0,0,0,
imp_001053,user_0955,12,0,0,0,
imp_001054,user_0323,49,0,0,0,
imp_001055,user_0180,76,0,0,0,
imp_001056,user_0868,79,0,0,0,
imp_001057,user_0914,83,0,0,0,
imp_001058,user_0995,31,1,0,0,
imp_001059,user_0968,58,0,0,0,
imp_001060,user_0141,48,0,0,0,
imp_001061,user_0396,27,0,0,0,
imp_001062,user_0329,11,0,0,0,
imp_001063,user_0104,24,0,0,0,
imp_001064,user_0045,44,0,0,0,
imp_001065,user_0329,53,0,0,0,
imp_001066,user_0045,12,0,0,0,
imp_001067,user_0059,73,0,0,0,
imp_001068,user_0013,48,1,0,0,
imp_001069,user_0890,75,0,0,0,
imp_001070,user_0884,54,1,0,0,
imp_001071,user_0048,19,0,0,0,
imp_001072,user_0468,44,0,0,0,
imp_001073,user_0069,81,0,0,0,
imp_001074,user_0009,73,1,0,0,
imp_001075,user_0097,73,0,0,0,
imp_001076,user_0332,52,0,0,0,
imp_001077,user_0667,50,0,0,0,
imp_001078,user_0206,67,0,0,0,
imp_001079,user_0857,73,1,0,0,
imp_001080,user_0500,43,0,0,0,
imp_001081,user_0162,93,0,0,0,
imp_001082,user_0443,47,0,0,0,
imp_001083,user_0913,68,0,0,0,
imp_001084,user_0854,65,1,0,0,
imp_001085,user_0940,76,0,0,0,
imp_001086,user_0708,12,0,0,0,
imp_001087,user_0677,28,1,0,0,
imp_001088,user_0822,12,0,0,0,
imp_001089,user_0482,56,0,0,0,
imp_001090,user_0303,65,0,0,0,
imp_001091,user_0728,44,0,0,0,
imp_001092,user_0432,81,1,0,0,
imp_001093,user_0874,72,1,0,0,
imp_001094,user_0783,34,1,0,0,
imp_001095,user_0187,64,1,0,0,
imp_001096,user_0388,65,0,0,0,
imp_001097,user_0765,4,0,0,0,
imp_001098,user_0096,12,0,0,0,
imp_001099,user_0778,28,0,0,0,
imp_001100,user_0739,95,0,0,0,
imp_001101,user_0994,94,0,0,0,
imp_001102,user_0348,12,0,0,0,
imp_001103,user_0234,16,0,0,0,
imp_001104,user_0908,12,0,0,0,
imp_001105,user_0427,91,0,0,0,
imp_001106,user_0763,23,1,0,0,
imp_001107,user_0319,31,1,0,0,
imp_001108,user_0932,93,0,0,0,
imp_001109,user_0384,9,0,0,0,
imp_001110,user_0360,28,0,0,0,
imp_001111,user_0108,77,0,0,0,
imp_001112,user_0962,43,1,0,0,
imp_001113,user_0966,65,0,0,0,
imp_001114,user_0455,42,0,0,0,
imp_001115,user_0742,24,0,0,0,
imp_001116,user_0119,12,0,0,0,
imp_001117,user_0946,76,0,0,0,
imp_001118,user_0882,48,0,0,0,
imp_001119,user_0245,74,1,0,0,
imp_001120,user_0934,3,0,0,0,
imp_001121,user_0057,40,0,0,0,
imp_001122,user_0438,54,0,0,0,
imp_001123,user_0679,67,0,0,0,
imp_001124,user_0381,9,0,0,0,
imp_001125,user_0864,21,0,0,0,
imp_001126,user_0995,50,1,0,0,
imp_001127,user_0668,12,1,0,0,
imp_001128,user_0598,84,0,0,0,
imp_001129,user_0410,88,1,0,0,
imp_001130,user_0819,44,0,0,0,
imp_001131,user_0407,49,0,0,0,
imp_001132,user_0345,52,0,0,0,
imp_001133,user_0957,57,0,0,0,
imp_001134,user_0882,86,0,0,0,
imp_001135,user_0643,81,1,0,0,
imp_001136,user_0429,44,0,0,0,
imp_001137,user_0222,15,0,0,0,
imp_001138,user_0363,49,0,0,0,
imp_001139,user_0939,12,0,0,0,
imp_001140,user_0924,34,0,0,0,
imp_001141,user_0031,3,0,0,0,
imp_001142,user_0168,79,0,0,0,
imp_001143,user_0054,95,1,0,0,
imp_001144,user_0681,7,0,0,0,
imp_001145,user_0254,43,0,0,0,
imp_001146,user_0448,15,0,0,0,
imp_001147,user_0521,44,0,0,0,
imp_001148,user_0626,21,0,0,0,
imp_001149,user_0757,16,0,0,0,
imp_001150,user_0398,72,0,0,0,
imp_001151,user_0502,87,1,0,0,
imp_001152,user_0944,79,1,0,0,
imp_001153,user_0549,80,1,0,0,
imp_001154,user_0174,43,1,0,0,
imp_001155,user_0541,79,1,0,0,
imp_001156,user_0312,68,0,0,0,
imp_001157,user_0632,47,0,0,0,
imp_001158,user_0206,79,0,0,0,
imp_001159,user_0878,54,0,0,0,
imp_001160,user_0918,9,1,1,0,보험료 부담 능력 부족
imp_001161,user_0785,72,0,0,0,
imp_001162,user_0500,50,0,0,0,
imp_001163,user_0582,87,0,0,0,
imp_001164,user_0611,77,0,0,0,
imp_001165,user_0601,12,0,0,0,
imp_001166,user_0612,55,0,0,0,
imp_001167,user_0549,67,1,0,0,
imp_001168,user_0679,44,0,0,0,
imp_001169,user_0452,76,0,0,0,
imp_001170,user_0107,53,0,0,0,
imp_001171,user_0706,66,0,0,0,
imp_001172,user_0728,31,0,0,0,
imp_001173,user_0760,36,0,0,0,
imp_001174,user_0416,17,1,0,0,
imp_001175,user_0887,83,1,0,0,
imp_001176,user_0087,44,0,0,0,
imp_001177,user_0137,69,1,0,0,
imp_001178,user_0011,50,0,0,0,
imp_001179,user_0416,48,0,0,0,
imp_001180,user_0044,38,0,0,0,
imp_001181,user_0070,53,0,0,0,
imp_001182,user_0464,12,0,0,0,
imp_001183,user_0850,57,0,0,0,
imp_001184,user_0844,31,0,0,0,
imp_001185,user_0377,56,0,0,0,
imp_001186,user_0263,79,0,0,0,
imp_001187,user_0436,49,1,1,0,
imp_001188,user_0428,46,0,0,0,
imp_001189,user_0952,41,1,0,0,
imp_001190,user_0514,48,1,0,0,
imp_001191,user_0002,12,1,0,0,
imp_001192,user_0237,46,0,0,0,
imp_001193,user_0497,55,0,0,0,
imp_001194,user_0041,51,0,0,0,
imp_001195,user_0681,34,0,0,0,
imp_001196,user_0518,30,0,0,0,
imp_001197,user_0840,52,0,0,0,
imp_001198,user_0600,34,0,0,0,
imp_001199,user_0516,71,1,0,0,
imp_001200,user_0422,50,0,0,0,
imp_001201,user_0663,52,0,0,0,
imp_001202,user_0765,11,0,0,0,
imp_001203,user_0299,18,1,0,0,
imp_001204,user_0247,57,0,0,0,
imp_001205,user_0052,46,0,0,0,
imp_001206,user_0899,30,1,0,0,
imp_001207,user_0711,7,0,0,0,
imp_001208,user_0872,82,0,0,0,
imp_001209,user_0136,24,1,0,0,
imp_001210,user_0702,28,0,0,0,
imp_001211,user_0144,12,0,0,0,
imp_001212,user_0583,44,0,0,0,
imp_001213,user_0011,12,1,0,0,
imp_001214,user_0347,84,0,0,0,
imp_001215,user_0632,12,1,0,0,
imp_001216,user_0158,17,1,0,0,
imp_001217,user_0607,12,1,0,0,
imp_001218,user_0293,42,1,0,0,
imp_001219,user_1000,31,0,0,0,
imp_001220,user_0634,46,0,0,0,
imp_001221,user_0332,47,0,0,0,
imp_001222,user_0232,40,1,0,0,
imp_001223,user_0594,68,0,0,0,
imp_001224,user_0037,51,0,0,0,
imp_001225,user_0687,5,0,0,0,
imp_001226,user_0575,83,0,0,0,
imp_001227,user_0381,17,0,0,0,
imp_001228,user_0965,10,0,0,0,
imp_001229,user_0001,51,0,0,0,
imp_001230,user_0234,16,0,0,0,
imp_001231,user_0200,18,1,0,0,
imp_001232,user_0628,95,0,0,0,
imp_001233,user_0687,65,0,0,0,
imp_001234,user_0871,75,1,0,0,
imp_001235,user_0586,15,0,0,0,
imp_001236,user_0520,57,0,0,0,
imp_001237,user_0989,32,0,0,0,
imp_001238,user_0562,52,0,0,0,
imp_001239,user_0538,74,0,0,0,
imp_001240,user_0532,95,1,0,0,
imp_001241,user_0816,28,0,0,0,
imp_001242,user_0307,65,0,0,0,
imp_001243,user_0247,78,1,0,0,
imp_001244,user_0218,10,1,1,0,기타 건강상 위험요인
imp_001245,user_0935,44,0,0,0,
imp_001246,user_0393,72,0,0,0,
imp_001247,user_0744,2,0,0,0,
imp_001248,user_0178,44,0,0,0,
imp_001249,user_0797,48,0,0,0,
imp_001250,user_0828,42,0,0,0,
imp_001251,user_0734,84,0,0,0,
imp_001252,user_0113,68,0,0,0,
imp_001253,user_0088,73,1,0,0,
imp_001254,user_0550,54,1,0,0,
imp_001255,user_0101,91,0,0,0,
imp_001256,user_0360,28,0,0,0,
imp_001257,user_0515,46,1,0,0,
imp_001258,user_0094,48,0,0,0,
imp_001259,user_0236,84,1,0,0,
imp_001260,user_0860,33,0,0,0,
imp_001261,user_0978,48,1,0,0,
imp_001262,user_0151,87,0,0,0,
imp_001263,user_0897,12,1,0,0,
imp_001264,user_0739,12,0,0,0,
imp_001265,user_0593,80,1,0,0,
imp_001266,user_0229,36,1,0,0,
imp_001267,user_0301,74,0,0,0,
imp_001268,user_0615,47,0,0,0,
imp_001269,user_0923,4,1,0,0,
imp_001270,user_0138,65,0,0,0,
imp_001271,user_0332,49,0,0,0,
imp_001272,user_0974,47,1,0,0,
imp_001273,user_0940,46,0,0,0,
imp_001274,user_0260,56,0,0,0,
imp_001275,user_0125,17,0,0,0,
imp_001276,user_0382,72,0,0,0,
imp_001277,user_0504,28,1,0,0,
imp_001278,user_0837,24,1,0,0,
imp_001279,user_0917,43,0,0,0,
imp_001280,user_0149,17,0,0,0,
imp_001281,user_0314,84,1,0,0,
imp_001282,user_0402,52,0,0,0,
imp_001283,user_0637,36,0,0,0,
imp_001284,user_0622,42,0,0,0,
imp_001285,user_0908,66,1,0,0,
imp_001286,user_0431,38,0,0,0,
imp_001287,user_0165,28,0,0,0,
imp_001288,user_0772,61,0,0,0,
imp_001289,user_0956,74,0,0,0,
imp_001290,user_0505,51,1,1,0,
imp_001291,user_0301,11,0,0,0,
imp_001292,user_0439,66,0,0,0,
imp_001293,user_0571,64,0,0,0,
imp_001294,user_0762,46,0,0,0,
imp_001295,user_0483,49,0,0,0,
imp_001296,user_0876,50,0,0,0,
imp_001297,user_0241,75,0,0,0,
imp_001298,user_0281,44,0,0,0,
imp_001299,user_0559,50,0,0,0,
imp_001300,user_0306,20,0,0,0,
imp_001301,user_0640,46,0,0,0,
imp_001302,user_0979,50,0,0,0,
imp_001303,user_0020,18,1,0,0,
imp_001304,user_0698,16,0,0,0,
imp_001305,user_0321,91,0,0,0,
imp_001306,user_0054,16,0,0,0,
imp_001307,user_0839,42,0,0,0,
imp_001308,user_0350,49,0,0,0,
imp_001309,user_0548,46,0,0,0,
imp_001310,user_0418,68,0,0,0,
imp_001311,user_0131,12,1,0,0,
imp_001312,user_0461,72,1,0,0,
imp_001313,user_0437,74,0,0,0,
imp_001314,user_0665,77,1,1,0,흡연력
imp_001315,user_0321,12,1,0,0,
imp_001316,user_0515,36,0,0,0,
imp_001317,user_0084,34,0,0,0,
imp_001318,user_0181,77,0,0,0,
imp_001319,user_0025,15,0,0,0,
imp_001320,user_0789,56,0,0,0,
imp_001321,user_0762,8,0,0,0,
imp_001322,user_0360,45,0,0,0,
imp_001323,user_0423,12,1,0,0,
imp_001324,user_0435,73,0,0,0,
imp_001325,user_0096,16,0,0,0,
imp_001326,user_0541,53,0,0,0,
imp_001327,user_0020,42,0,0,0,
imp_001328,user_0568,49,0,0,0,
imp_001329,user_0442,18,0,0,0,
imp_001330,user_0217,66,0,0,0,
imp_001331,user_0178,12,0,0,0,
imp_001332,user_0719,84,0,0,0,
imp_001333,user_0433,96,0,0,0,
imp_001334,user_0323,23,1,0,0,
imp_001335,user_0462,87,0,0,0,
imp_001336,user_0594,46,0,0,0,
imp_001337,user_0005,63,0,0,0,
imp_001338,user_0028,73,0,0,0,
imp_001339,user_0057,28,0,0,0,
imp_001340,user_0338,48,1,0,0,
imp_001341,user_0771,74,0,0,0,
imp_001342,user_0813,72,1,0,0,
imp_001343,user_0883,45,1,1,0,
imp_001344,user_0819,12,0,0,0,
imp_001345,user_0516,86,0,0,0,
imp_001346,user_0433,8,0,0,0,
imp_001347,user_0555,18,0,0,0,
imp_001348,user_0265,12,0,0,0,
imp_001349,user_0404,46,0,0,0,
imp_001350,user_0919,51,0,0,0,
imp_001351,user_0796,91,1,0,0,
imp_001352,user_0599,23,0,0,0,
imp_001353,user_0173,38,0,0,0,
imp_001354,user_0128,80,0,0,0,
imp_001355,user_0358,74,0,0,0,
imp_001356,user_0318,50,0,0,0,
imp_001357,user_0428,44,0,0,0,
imp_001358,user_0505,67,0,0,0,
imp_001359,user_0619,28,0,0,0,
imp_001360,user_0055,86,0,0,0,
imp_001361,user_0954,48,0,0,0,
imp_001362,user_0922,45,0,0,0,
imp_001363,user_0512,48,0,0,0,
imp_001364,user_0405,50,0,0,0,
imp_001365,user_0989,32,0,0,0,
imp_001366,user_0054,49,0,0,0,
imp_001367,user_0725,12,0,0,0,
imp_001368,user_0006,12,0,0,0,
imp_001369,user_0403,84,0,0,0,
imp_001370,user_0341,81,0,0,0,
imp_001371,user_0478,12,0,0,0,
imp_001372,user_0938,48,0,0,0,
imp_001373,user_0360,27,0,0,0,
imp_001374,user_0503,36,0,0,0,
imp_001375,user_0305,42,0,0,0,
imp_001376,user_0400,23,0,0,0,
imp_001377,user_0232,50,0,0,0,
imp_001378,user_0471,83,0,0,0,
imp_001379,user_0244,43,1,0,0,
imp_001380,user_0334,48,0,0,0,
imp_001381,user_0551,28,0,0,0,
imp_001382,user_0973,16,0,0,0,
imp_001383,user_0589,8,0,0,0,
imp_001384,user_0967,9,0,0,0,
imp_001385,user_0798,34,0,0,0,
imp_001386,user_0508,79,0,0,0,
imp_001387,user_0401,69,1,0,0,
imp_001388,user_0595,11,1,0,0,
imp_001389,user_0295,43,1,0,0,
imp_001390,user_0482,48,1,0,0,
