회사명,상품명,지급금액,가입금액,남자(보험료),여자(보험료),나이,성별,직업,직업 위험도
DB생명,(무)백년친구 New 간편N 내가고른 건강보험(2504)(6종:355간편심사)(표준형),10000000,10000000,18000,16000,70,여자,무직,저위험
DB생명,(무)백년친구 New 간편N 내가고른 건강보험(2504)(6종:355간편심사)(표준형),100000000,100000000,4000,3000,77,여자,무직,저위험
DB생명,(무)백년친구 New 간편N 내가고른 건강보험(2504)(6종:355간편심사)(표준형),10000000,10000000,16000,13000,62,여자,개발자,저위험
DB생명,(무)백년친구 New 간편N 내가고른 건강보험(2504)(6종:355간편심사)(해약환급금 미지급형),10000000,10000000,3000,3000,75,여자,무직,저위험
DB생명,(무)백년친구 New 간편N 내가고른 건강보험(2504)(6종:355간편심사)(해약환급금 미지급형),10000000,10000000,3000,3000,40,남자,항만노동자,위험
DB생명,(무)백년친구 New 간편N 내가고른 건강보험(2504)(6종:355간편심사)(해약환급금 미지급형),10000000,10000000,16000,15000,50,남자,배달원,위험
DB생명,(무)백년친구 New 간편N 내가고른 건강보험(2504)(6종:355간편심사)(해약환급금 미지급형),100000000,100000000,3000,3000,15,남자,학생,저위험
DB생명,(무)백년친구 New 간편N 내가고른 건강보험(2504)(6종:355간편심사)(해약환급금 미지급형),10000000,10000000,13000,12000,22,여자,무직,저위험
DB생명,(무)백년친구 New 간편N 내가고른 건강보험(2504)(5종:345간편심사)(표준형),10000000,10000000,3000,3000,66,남자,무직,저위험
DB생명,(무)백년친구 New 간편N 내가고른 건강보험(2504)(5종:345간편심사)(표준형),10000000,10000000,3000,3000,61,여자,디자이너,저위험
DB생명,(무)백년친구 New 간편N 내가고른 건강보험(2504)(5종:345간편심사)(표준형),10000000,10000000,19000,17000,70,여자,무직,저위험
DB생명,(무)백년친구 New 간편N 내가고른 건강보험(2504)(5종:345간편심사)(표준형),100000000,100000000,4000,3000,28,남자,경찰관,고위험
DB생명,(무)백년친구 New 간편N 내가고른 건강보험(2504)(5종:345간편심사)(표준형),10000000,10000000,16000,14000,42,여자,금융직,저위험
DB생명,(무)백년친구 New 간편N 내가고른 건강보험(2504)(5종:345간편심사)(해약환급금 미지급형),10000000,10000000,3000,3000,16,남자,학생,저위험
DB생명,(무)백년친구 New 간편N 내가고른 건강보험(2504)(5종:345간편심사)(해약환급금 미지급형),10000000,10000000,3000,3000,40,여자,운전직,위험
DB생명,(무)백년친구 New 간편N 내가고른 건강보험(2504)(5종:345간편심사)(해약환급금 미지급형),10000000,10000000,17000,16000,28,남자,잠수부,고위험
DB생명,(무)백년친구 New 간편N 내가고른 건강보험(2504)(5종:345간편심사)(해약환급금 미지급형),100000000,100000000,3000,3000,73,여자,무직,저위험
DB생명,(무)백년친구 New 간편N 내가고른 건강보험(2504)(5종:345간편심사)(해약환급금 미지급형),10000000,10000000,14000,12000,70,남자,무직,저위험
DB생명,(무)백년친구 New 간편N 내가고른 건강보험(2504)(4종:335간편심사)(표준형),10000000,10000000,3000,3000,21,남자,학생,저위험
DB생명,(무)백년친구 New 간편N 내가고른 건강보험(2504)(4종:335간편심사)(표준형),10000000,10000000,3000,3000,17,여자,학생,저위험
DB생명,(무)백년친구 New 간편N 내가고른 건강보험(2504)(4종:335간편심사)(표준형),10000000,10000000,20000,18000,37,여자,철강노동자,고위험
DB생명,(무)백년친구 New 간편N 내가고른 건강보험(2504)(4종:335간편심사)(표준형),100000000,100000000,4000,3000,32,남자,중장비기사,고위험
DB생명,(무)백년친구 New 간편N 내가고른 건강보험(2504)(4종:335간편심사)(표준형),10000000,10000000,17000,14000,52,여자,서비스직,위험
DB생명,(무)백년친구 New 간편N 내가고른 건강보험(2504)(4종:335간편심사)(해약환급금 미지급형),10000000,10000000,3000,3000,29,여자,콜센터,위험
DB생명,(무)백년친구 New 간편N 내가고른 건강보험(2504)(4종:335간편심사)(해약환급금 미지급형),10000000,10000000,3000,3000,78,여자,무직,저위험
DB생명,(무)백년친구 New 간편N 내가고른 건강보험(2504)(4종:335간편심사)(해약환급금 미지급형),10000000,10000000,18000,17000,42,남자,광부,고위험
DB생명,(무)백년친구 New 간편N 내가고른 건강보험(2504)(4종:335간편심사)(해약환급금 미지급형),100000000,100000000,3000,3000,53,남자,법률사무,저위험
DB생명,(무)백년친구 New 간편N 내가고른 건강보험(2504)(4종:335간편심사)(해약환급금 미지급형),10000000,10000000,15000,13000,71,여자,무직,저위험
DB생명,(무)백년친구 New 간편N 내가고른 건강보험(2504)(3종:325간편심사)(표준형),10000000,10000000,3000,3000,31,여자,광부,고위험
DB생명,(무)백년친구 New 간편N 내가고른 건강보험(2504)(3종:325간편심사)(표준형),10000000,10000000,3000,3000,58,남자,사무직,저위험
DB생명,(무)백년친구 New 간편N 내가고른 건강보험(2504)(3종:325간편심사)(표준형),10000000,10000000,22000,19000,39,여자,택배기사,위험
DB생명,(무)백년친구 New 간편N 내가고른 건강보험(2504)(3종:325간편심사)(표준형),100000000,100000000,4000,3000,31,남자,자영업,위험
DB생명,(무)백년친구 New 간편N 내가고른 건강보험(2504)(3종:325간편심사)(표준형),10000000,10000000,17000,15000,27,여자,컨설턴트,저위험
DB생명,(무)백년친구 New 간편N 내가고른 건강보험(2504)(3종:325간편심사)(해약환급금 미지급형),10000000,10000000,3000,3000,39,여자,간병인,위험
DB생명,(무)백년친구 New 간편N 내가고른 건강보험(2504)(3종:325간편심사)(해약환급금 미지급형),10000000,10000000,3000,3000,24,여자,자영업,위험
DB생명,(무)백년친구 New 간편N 내가고른 건강보험(2504)(3종:325간편심사)(해약환급금 미지급형),10000000,10000000,20000,18000,32,남자,항공정비사,저위험
DB생명,(무)백년친구 New 간편N 내가고른 건강보험(2504)(3종:325간편심사)(해약환급금 미지급형),100000000,100000000,3000,3000,48,남자,회사원,저위험
DB생명,(무)백년친구 New 간편N 내가고른 건강보험(2504)(3종:325간편심사)(해약환급금 미지급형),10000000,10000000,15000,13000,22,남자,철도작업자,고위험
DB생명,(무)백년친구 New 간편N 내가고른 건강보험(2504)(2종:315간편심사)(표준형),10000000,10000000,3000,3000,54,남자,폭발물처리반,고위험
DB생명,(무)백년친구 New 간편N 내가고른 건강보험(2504)(2종:315간편심사)(표준형),10000000,10000000,3000,3000,56,여자,금융직,저위험
DB생명,(무)백년친구 New 간편N 내가고른 건강보험(2504)(2종:315간편심사)(표준형),10000000,10000000,23000,21000,55,여자,산업현장근로자,위험
DB생명,(무)백년친구 New 간편N 내가고른 건강보험(2504)(2종:315간편심사)(표준형),100000000,100000000,4000,3000,20,남자,학생,저위험
DB생명,(무)백년친구 New 간편N 내가고른 건강보험(2504)(2종:315간편심사)(표준형),10000000,10000000,18000,16000,66,여자,무직,저위험
DB생명,(무)백년친구 New 간편N 내가고른 건강보험(2504)(2종:315간편심사)(해약환급금 미지급형),10000000,10000000,3000,3000,40,여자,금융직,저위험
DB생명,(무)백년친구 New 간편N 내가고른 건강보험(2504)(2종:315간편심사)(해약환급금 미지급형),10000000,10000000,3000,3000,78,남자,무직,저위험
DB생명,(무)백년친구 New 간편N 내가고른 건강보험(2504)(2종:315간편심사)(해약환급금 미지급형),10000000,10000000,20000,19000,73,여자,무직,저위험
DB생명,(무)백년친구 New 간편N 내가고른 건강보험(2504)(2종:315간편심사)(해약환급금 미지급형),100000000,100000000,4000,3000,70,여자,무직,저위험
DB생명,(무)백년친구 New 간편N 내가고른 건강보험(2504)(2종:315간편심사)(해약환급금 미지급형),10000000,10000000,15000,14000,73,남자,무직,저위험
DB생명,(무)백년친구 New 간편N 내가고른 건강보험(2504)(1종:305간편심사)(표준형),10000000,10000000,3000,3000,47,여자,자영업,위험
DB생명,(무)백년친구 New 간편N 내가고른 건강보험(2504)(1종:305간편심사)(표준형),10000000,10000000,3000,3000,67,여자,무직,저위험
DB생명,(무)백년친구 New 간편N 내가고른 건강보험(2504)(1종:305간편심사)(표준형),10000000,10000000,23000,23000,36,여자,디자이너,저위험
DB생명,(무)백년친구 New 간편N 내가고른 건강보험(2504)(1종:305간편심사)(표준형),100000000,100000000,5000,3000,35,남자,제조업라인,위험
DB생명,(무)백년친구 New 간편N 내가고른 건강보험(2504)(1종:305간편심사)(표준형),10000000,10000000,18000,16000,18,남자,학생,저위험
DB생명,(무)백년친구 New 간편N 내가고른 건강보험(2504)(1종:305간편심사)(해약환급금 미지급형),10000000,10000000,3000,3000,76,여자,무직,저위험
DB생명,(무)백년친구 New 간편N 내가고른 건강보험(2504)(1종:305간편심사)(해약환급금 미지급형),10000000,10000000,3000,3000,76,여자,무직,저위험
DB생명,(무)백년친구 New 간편N 내가고른 건강보험(2504)(1종:305간편심사)(해약환급금 미지급형),10000000,10000000,21000,21000,38,여자,컨설턴트,저위험
DB생명,(무)백년친구 New 간편N 내가고른 건강보험(2504)(1종:305간편심사)(해약환급금 미지급형),100000000,100000000,4000,3000,69,남자,무직,저위험
DB생명,(무)백년친구 New 간편N 내가고른 건강보험(2504)(1종:305간편심사)(해약환급금 미지급형),10000000,10000000,16000,15000,23,남자,서비스직,위험
DB생명,"(무)10년 더 드림 플러스 유니버셜 간편종신보험(보증비용부과형)(2404)(2종: 해약환급금 보증형, 3형: 체증형)",10000000,10000000,431000,402000,17,남자,학생,저위험
DB생명,"(무)10년 더 드림 플러스 유니버셜 간편종신보험(보증비용부과형)(2404)(2종: 해약환급금 보증형, 3형: 체증형)",10000000,10000000,14000,13000,45,여자,중장비기사,고위험
DB생명,"(무)10년 더 드림 플러스 유니버셜 간편종신보험(보증비용부과형)(2404)(2종: 해약환급금 보증형, 3형: 체증형)",10000000,10000000,21000,17000,54,여자,요식업,위험
DB생명,"(무)10년 더 드림 플러스 유니버셜 간편종신보험(보증비용부과형)(2404)(2종: 해약환급금 보증형, 3형: 체증형)",100000000,100000000,4000,7000,50,여자,철강노동자,고위험
DB생명,"(무)10년 더 드림 플러스 유니버셜 간편종신보험(보증비용부과형)(2404)(2종: 해약환급금 보증형, 3형: 체증형)",10000000,10000000,3000,3000,38,여자,위험화학작업자,고위험
DB생명,"(무)10년 더 드림 플러스 유니버셜 간편종신보험(보증비용부과형)(2404)(1종: 해약환급금 보증형, 3형: 체증형)",10000000,10000000,442000,413000,20,여자,학생,저위험
DB생명,"(무)10년 더 드림 플러스 유니버셜 간편종신보험(보증비용부과형)(2404)(1종: 해약환급금 보증형, 3형: 체증형)",10000000,10000000,14000,13000,80,남자,무직,저위험
DB생명,"(무)10년 더 드림 플러스 유니버셜 간편종신보험(보증비용부과형)(2404)(1종: 해약환급금 보증형, 3형: 체증형)",10000000,10000000,21000,17000,18,여자,학생,저위험
DB생명,"(무)10년 더 드림 플러스 유니버셜 간편종신보험(보증비용부과형)(2404)(1종: 해약환급금 보증형, 3형: 체증형)",100000000,100000000,4000,7000,20,여자,학생,저위험
DB생명,"(무)10년 더 드림 플러스 유니버셜 간편종신보험(보증비용부과형)(2404)(1종: 해약환급금 보증형, 3형: 체증형)",10000000,10000000,3000,3000,65,여자,무직,저위험
DB생명,"(무)10년 더 드림 플러스 유니버셜 간편종신보험(보증비용부과형)(2404)(2종: 해약환급금 미보증형, 2형: 50%형)",10000000,10000000,177000,152000,76,남자,무직,저위험
DB생명,"(무)10년 더 드림 플러스 유니버셜 간편종신보험(보증비용부과형)(2404)(2종: 해약환급금 미보증형, 2형: 50%형)",10000000,10000000,14000,13000,71,여자,무직,저위험
DB생명,"(무)10년 더 드림 플러스 유니버셜 간편종신보험(보증비용부과형)(2404)(2종: 해약환급금 미보증형, 2형: 50%형)",10000000,10000000,21000,17000,80,남자,무직,저위험
DB생명,"(무)10년 더 드림 플러스 유니버셜 간편종신보험(보증비용부과형)(2404)(2종: 해약환급금 미보증형, 2형: 50%형)",100000000,100000000,4000,7000,22,남자,항공정비사,저위험
DB생명,"(무)10년 더 드림 플러스 유니버셜 간편종신보험(보증비용부과형)(2404)(2종: 해약환급금 미보증형, 2형: 50%형)",10000000,10000000,3000,3000,40,남자,배달원,위험
DB생명,"(무)10년 더 드림 플러스 유니버셜 간편종신보험(보증비용부과형)(2404)(1종: 해약환급금 보증형, 2형: 50%형)",10000000,10000000,181000,155000,65,남자,무직,저위험
DB생명,"(무)10년 더 드림 플러스 유니버셜 간편종신보험(보증비용부과형)(2404)(1종: 해약환급금 보증형, 2형: 50%형)",10000000,10000000,14000,13000,59,남자,개발자,저위험
DB생명,"(무)10년 더 드림 플러스 유니버셜 간편종신보험(보증비용부과형)(2404)(1종: 해약환급금 보증형, 2형: 50%형)",10000000,10000000,21000,17000,58,여자,HR,저위험
DB생명,"(무)10년 더 드림 플러스 유니버셜 간편종신보험(보증비용부과형)(2404)(1종: 해약환급금 보증형, 2형: 50%형)",100000000,100000000,4000,7000,19,여자,학생,저위험
DB생명,"(무)10년 더 드림 플러스 유니버셜 간편종신보험(보증비용부과형)(2404)(1종: 해약환급금 보증형, 2형: 50%형)",10000000,10000000,3000,3000,40,남자,잠수부,고위험
DB생명,"(무)10년 더 드림 플러스 유니버셜 간편종신보험(보증비용부과형)(2404)(2종: 해약환급금 미보증형, 1형: 100%형)",10000000,10000000,300000,267000,33,남자,간호사,저위험
DB생명,"(무)10년 더 드림 플러스 유니버셜 간편종신보험(보증비용부과형)(2404)(2종: 해약환급금 미보증형, 1형: 100%형)",10000000,10000000,14000,13000,34,남자,의사,저위험
DB생명,"(무)10년 더 드림 플러스 유니버셜 간편종신보험(보증비용부과형)(2404)(2종: 해약환급금 미보증형, 1형: 100%형)",10000000,10000000,21000,17000,26,여자,회사원,저위험
DB생명,"(무)10년 더 드림 플러스 유니버셜 간편종신보험(보증비용부과형)(2404)(2종: 해약환급금 미보증형, 1형: 100%형)",100000000,100000000,4000,7000,61,여자,개발자,저위험
DB생명,"(무)10년 더 드림 플러스 유니버셜 간편종신보험(보증비용부과형)(2404)(2종: 해약환급금 미보증형, 1형: 100%형)",10000000,10000000,3000,3000,15,남자,학생,저위험
DB생명,"(무)10년 더 드림 플러스 유니버셜 간편종신보험(보증비용부과형)(2404)(1종: 해약환급금 보증형, 1형: 100%형)",10000000,10000000,309000,275000,28,여자,회계사,저위험
DB생명,"(무)10년 더 드림 플러스 유니버셜 간편종신보험(보증비용부과형)(2404)(1종: 해약환급금 보증형, 1형: 100%형)",10000000,10000000,14000,13000,78,여자,무직,저위험
DB생명,"(무)10년 더 드림 플러스 유니버셜 간편종신보험(보증비용부과형)(2404)(1종: 해약환급금 보증형, 1형: 100%형)",10000000,10000000,21000,17000,52,남자,학생,저위험
DB생명,"(무)10년 더 드림 플러스 유니버셜 간편종신보험(보증비용부과형)(2404)(1종: 해약환급금 보증형, 1형: 100%형)",100000000,100000000,4000,7000,51,남자,콜센터,위험
DB생명,"(무)10년 더 드림 플러스 유니버셜 간편종신보험(보증비용부과형)(2404)(1종: 해약환급금 보증형, 1형: 100%형)",10000000,10000000,3000,3000,25,여자,경찰관,고위험
DB생명,(무)다이렉트 바로보장 건강보험(2503)(해약환급금 미지급형),10000000,10000000,3000,3000,17,여자,학생,저위험
DB생명,(무)다이렉트 바로보장 건강보험(2503)(해약환급금 미지급형),10000000,10000000,12000,8000,47,여자,약사,저위험
DB생명,(무)다이렉트 바로보장 건강보험(2503)(해약환급금 미지급형),10000000,10000000,3000,6000,20,남자,학생,저위험
DB생명,(무)다이렉트 바로보장 건강보험(2503)(해약환급금 미지급형),100000000,100000000,10000,10000,64,남자,금융직,저위험
DB생명,(무)다이렉트 바로보장 건강보험(2503)(해약환급금 미지급형),10000000,10000000,8000,5000,24,남자,엔지니어,저위험
DB생명,(무)다이렉트 바로보장 건강보험(2503)(표준형),10000000,10000000,3000,3000,19,여자,학생,저위험
DB생명,(무)다이렉트 바로보장 건강보험(2503)(표준형),10000000,10000000,14000,9000,37,여자,자영업,위험
DB생명,(무)다이렉트 바로보장 건강보험(2503)(표준형),10000000,10000000,4000,7000,24,남자,기술직,저위험
DB생명,(무)다이렉트 바로보장 건강보험(2503)(표준형),100000000,100000000,12000,11000,58,여자,제조업라인,위험
DB생명,(무)다이렉트 바로보장 건강보험(2503)(표준형),10000000,10000000,9000,5000,16,남자,학생,저위험
DB생명,"(무)10년 더 드림 플러스 유니버셜 종신보험(보증비용부과형)(2404)(2종: 해약환급금 미보증형, 2형: 50%형)",10000000,10000000,153000,137000,27,여자,택배기사,위험
DB생명,"(무)10년 더 드림 플러스 유니버셜 종신보험(보증비용부과형)(2404)(2종: 해약환급금 미보증형, 2형: 50%형)",10000000,10000000,3000,6000,54,남자,서비스직,위험
DB생명,"(무)10년 더 드림 플러스 유니버셜 종신보험(보증비용부과형)(2404)(2종: 해약환급금 미보증형, 2형: 50%형)",10000000,10000000,3000,3000,16,여자,학생,저위험
DB생명,"(무)10년 더 드림 플러스 유니버셜 종신보험(보증비용부과형)(2404)(2종: 해약환급금 미보증형, 2형: 50%형)",100000000,100000000,10000,9000,79,여자,무직,저위험
DB생명,"(무)10년 더 드림 플러스 유니버셜 종신보험(보증비용부과형)(2404)(2종: 해약환급금 미보증형, 2형: 50%형)",10000000,10000000,8000,4000,77,남자,무직,저위험
DB생명,"(무)10년 더 드림 플러스 유니버셜 종신보험(보증비용부과형)(2404)(1종: 해약환급금 보증형, 3형: 체증형)",10000000,10000000,402000,378000,31,남자,위험화학작업자,고위험
DB생명,"(무)10년 더 드림 플러스 유니버셜 종신보험(보증비용부과형)(2404)(1종: 해약환급금 보증형, 3형: 체증형)",10000000,10000000,3000,6000,23,남자,전기공,저위험
DB생명,"(무)10년 더 드림 플러스 유니버셜 종신보험(보증비용부과형)(2404)(1종: 해약환급금 보증형, 3형: 체증형)",10000000,10000000,3000,3000,29,남자,학생,저위험
DB생명,"(무)10년 더 드림 플러스 유니버셜 종신보험(보증비용부과형)(2404)(1종: 해약환급금 보증형, 3형: 체증형)",100000000,100000000,10000,9000,38,남자,농업,위험
DB생명,"(무)10년 더 드림 플러스 유니버셜 종신보험(보증비용부과형)(2404)(1종: 해약환급금 보증형, 3형: 체증형)",10000000,10000000,8000,4000,52,여자,폭발물처리반,고위험
DB생명,"(무)10년 더 드림 플러스 유니버셜 종신보험(보증비용부과형)(2404)(1종: 해약환급금 보증형, 1형: 100%형)",10000000,10000000,272000,248000,49,남자,선원,고위험
DB생명,"(무)10년 더 드림 플러스 유니버셜 종신보험(보증비용부과형)(2404)(1종: 해약환급금 보증형, 1형: 100%형)",10000000,10000000,3000,6000,63,남자,학생,저위험
DB생명,"(무)10년 더 드림 플러스 유니버셜 종신보험(보증비용부과형)(2404)(1종: 해약환급금 보증형, 1형: 100%형)",10000000,10000000,3000,3000,76,남자,무직,저위험
DB생명,"(무)10년 더 드림 플러스 유니버셜 종신보험(보증비용부과형)(2404)(1종: 해약환급금 보증형, 1형: 100%형)",100000000,100000000,10000,9000,74,남자,무직,저위험
DB생명,"(무)10년 더 드림 플러스 유니버셜 종신보험(보증비용부과형)(2404)(1종: 해약환급금 보증형, 1형: 100%형)",10000000,10000000,8000,4000,64,남자,운전직,위험
DB생명,"(무)10년 더 드림 플러스 유니버셜 종신보험(보증비용부과형)(2404)(2종: 해약환급금 미보증형, 3형: 체증형)",10000000,10000000,393000,369000,23,여자,마케터,저위험
DB생명,"(무)10년 더 드림 플러스 유니버셜 종신보험(보증비용부과형)(2404)(2종: 해약환급금 미보증형, 3형: 체증형)",10000000,10000000,3000,6000,48,남자,회계사,저위험
DB생명,"(무)10년 더 드림 플러스 유니버셜 종신보험(보증비용부과형)(2404)(2종: 해약환급금 미보증형, 3형: 체증형)",10000000,10000000,3000,3000,49,남자,운전직,위험
DB생명,"(무)10년 더 드림 플러스 유니버셜 종신보험(보증비용부과형)(2404)(2종: 해약환급금 미보증형, 3형: 체증형)",100000000,100000000,10000,9000,15,남자,학생,저위험
DB생명,"(무)10년 더 드림 플러스 유니버셜 종신보험(보증비용부과형)(2404)(2종: 해약환급금 미보증형, 3형: 체증형)",10000000,10000000,8000,4000,54,여자,엔지니어,저위험
DB생명,"(무)10년 더 드림 플러스 유니버셜 종신보험(보증비용부과형)(2404)(1종: 해약환급금 보증형, 2형: 50%형)",10000000,10000000,157000,141000,78,여자,무직,저위험
DB생명,"(무)10년 더 드림 플러스 유니버셜 종신보험(보증비용부과형)(2404)(1종: 해약환급금 보증형, 2형: 50%형)",10000000,10000000,3000,6000,36,남자,광부,고위험
DB생명,"(무)10년 더 드림 플러스 유니버셜 종신보험(보증비용부과형)(2404)(1종: 해약환급금 보증형, 2형: 50%형)",10000000,10000000,3000,3000,74,남자,무직,저위험
DB생명,"(무)10년 더 드림 플러스 유니버셜 종신보험(보증비용부과형)(2404)(1종: 해약환급금 보증형, 2형: 50%형)",100000000,100000000,10000,9000,78,여자,무직,저위험
DB생명,"(무)10년 더 드림 플러스 유니버셜 종신보험(보증비용부과형)(2404)(1종: 해약환급금 보증형, 2형: 50%형)",10000000,10000000,8000,4000,25,여자,의사,저위험
DB생명,"(무)10년 더 드림 플러스 유니버셜 종신보험(보증비용부과형)(2404)(2종: 해약환급금 미보증형, 1형: 100%형)",10000000,10000000,266000,242000,28,여자,농업,위험
DB생명,"(무)10년 더 드림 플러스 유니버셜 종신보험(보증비용부과형)(2404)(2종: 해약환급금 미보증형, 1형: 100%형)",10000000,10000000,3000,6000,74,남자,무직,저위험
DB생명,"(무)10년 더 드림 플러스 유니버셜 종신보험(보증비용부과형)(2404)(2종: 해약환급금 미보증형, 1형: 100%형)",10000000,10000000,3000,3000,44,남자,연구원,저위험
DB생명,"(무)10년 더 드림 플러스 유니버셜 종신보험(보증비용부과형)(2404)(2종: 해약환급금 미보증형, 1형: 100%형)",100000000,100000000,10000,9000,49,여자,행정직,저위험
DB생명,"(무)10년 더 드림 플러스 유니버셜 종신보험(보증비용부과형)(2404)(2종: 해약환급금 미보증형, 1형: 100%형)",10000000,10000000,8000,4000,51,남자,폭발물처리반,고위험
동양생명,(무)우리WON하는건강한보장보험(해약환급금 미지급형),10000000,10000000,3000,3000,19,여자,학생,저위험
동양생명,(무)우리WON하는건강한보장보험(해약환급금 미지급형),10000000,10000000,7000,6000,40,여자,판매직,저위험
동양생명,(무)우리WON하는건강한보장보험(해약환급금 미지급형),10000000,10000000,4000,3000,76,여자,무직,저위험
동양생명,(무)우리WON하는건강한보장보험(해약환급금 미지급형),100000000,100000000,10000,8000,18,남자,학생,저위험
동양생명,(무)우리WON하는건강한보장보험(해약환급금 미지급형),10000000,10000000,13000,14000,56,여자,요식업,위험
동양생명,(무)수호천사내가만드는유니버셜종신보험(일반심사형),10000000,10000000,287000,254000,32,여자,잠수부,고위험
동양생명,(무)수호천사내가만드는유니버셜종신보험(일반심사형),10000000,10000000,15000,12000,54,남자,교사,저위험
동양생명,(무)수호천사내가만드는유니버셜종신보험(일반심사형),10000000,10000000,3000,3000,53,여자,HR,저위험
동양생명,(무)수호천사내가만드는유니버셜종신보험(일반심사형),100000000,100000000,3000,3000,28,남자,위험화학작업자,고위험
동양생명,(무)수호천사내가만드는유니버셜종신보험(일반심사형),10000000,10000000,4000,3000,46,여자,건설업,고위험
동양생명,(무)우리WON하는보장보험(표준형),10000000,10000000,3000,3000,65,남자,무직,저위험
동양생명,(무)우리WON하는보장보험(표준형),10000000,10000000,12000,11000,52,여자,철강노동자,고위험
동양생명,(무)우리WON하는보장보험(표준형),10000000,10000000,7000,4000,37,여자,요식업,위험
동양생명,(무)우리WON하는보장보험(표준형),100000000,100000000,15000,12000,77,여자,무직,저위험
동양생명,(무)우리WON하는보장보험(표준형),10000000,10000000,17000,19000,29,여자,간병인,위험
동양생명,(무)우리WON하는보장보험(해약환급금 미지급형),10000000,10000000,3000,3000,39,여자,군인,고위험
동양생명,(무)우리WON하는보장보험(해약환급금 미지급형),10000000,10000000,10000,9000,31,남자,의사,저위험
동양생명,(무)우리WON하는보장보험(해약환급금 미지급형),10000000,10000000,6000,3000,80,남자,무직,저위험
동양생명,(무)우리WON하는보장보험(해약환급금 미지급형),100000000,100000000,12000,10000,67,여자,무직,저위험
동양생명,(무)우리WON하는보장보험(해약환급금 미지급형),10000000,10000000,14000,16000,65,여자,무직,저위험
동양생명,(무)우리WON하는간편한보장보험(표준형),10000000,10000000,3000,3000,53,여자,사무직,저위험
동양생명,(무)우리WON하는간편한보장보험(표준형),10000000,10000000,15000,15000,65,남자,무직,저위험
동양생명,(무)우리WON하는간편한보장보험(표준형),10000000,10000000,18000,20000,20,남자,학생,저위험
동양생명,(무)우리WON하는간편한보장보험(표준형),100000000,100000000,9000,5000,21,여자,학생,저위험
동양생명,(무)우리WON하는간편한보장보험(표준형),10000000,10000000,16000,14000,65,남자,무직,저위험
동양생명,(무)우리WON하는간편한보장보험(해약환급금 미지급형),10000000,10000000,3000,3000,56,여자,교사,저위험
동양생명,(무)우리WON하는간편한보장보험(해약환급금 미지급형),10000000,10000000,13000,12000,78,여자,무직,저위험
동양생명,(무)우리WON하는간편한보장보험(해약환급금 미지급형),10000000,10000000,15000,16000,29,여자,벌목공,고위험
동양생명,(무)우리WON하는간편한보장보험(해약환급금 미지급형),100000000,100000000,7000,4000,43,남자,중장비기사,고위험
동양생명,(무)우리WON하는간편한보장보험(해약환급금 미지급형),10000000,10000000,13000,12000,47,여자,요식업,위험
동양생명,(무)수호천사내가만드는유니버셜종신보험(간편심사형),10000000,10000000,301000,266000,41,여자,디자이너,저위험
동양생명,(무)수호천사내가만드는유니버셜종신보험(간편심사형),10000000,10000000,17000,14000,50,여자,학생,저위험
동양생명,(무)수호천사내가만드는유니버셜종신보험(간편심사형),10000000,10000000,3000,3000,43,남자,연구원,저위험
동양생명,(무)수호천사내가만드는유니버셜종신보험(간편심사형),100000000,100000000,3000,3000,52,남자,간호사,저위험
동양생명,(무)수호천사내가만드는유니버셜종신보험(간편심사형),10000000,10000000,5000,3000,71,남자,무직,저위험
동양생명,(무)우리WON하는건강한보장보험(표준형),10000000,10000000,3000,3000,41,여자,농업,위험
동양생명,(무)우리WON하는건강한보장보험(표준형),10000000,10000000,9000,7000,69,남자,무직,저위험
동양생명,(무)우리WON하는건강한보장보험(표준형),10000000,10000000,5000,3000,47,여자,산업현장근로자,위험
동양생명,(무)우리WON하는건강한보장보험(표준형),100000000,100000000,13000,10000,80,남자,무직,저위험
동양생명,(무)우리WON하는건강한보장보험(표준형),10000000,10000000,16000,16000,24,여자,교사,저위험
동양생명,(무)수호천사5배더행복한종신보험(일반심사형),10000000,10000000,1658000,1484000,19,남자,학생,저위험
동양생명,(무)수호천사5배더행복한종신보험(간편심사형),10000000,10000000,1736000,1545000,52,여자,간병인,위험
동양생명,(무)수호천사치매간병은동양생명보험(해약환급금 미지급형Ⅲ),10000000,10000000,3000,3000,27,남자,금융직,저위험
동양생명,(무)수호천사치매간병은동양생명보험(해약환급금 미지급형Ⅲ),100000000,100000000,4000,5000,45,남자,야간경비,저위험
동양생명,(무)수호천사치매간병은동양생명보험(해약환급금 미지급형Ⅲ),10000000,10000000,7000,9000,61,남자,의사,저위험
동양생명,(무)수호천사치매간병은동양생명보험(해약환급금 미지급형Ⅲ),10000000,10000000,11000,13000,66,여자,무직,저위험
동양생명,(무)수호천사치매간병은동양생명보험(해약환급금 미지급형Ⅲ),10000000,10000000,3000,4000,70,남자,무직,저위험
동양생명,(무)수호천사치매간병은동양생명보험(표준형),10000000,10000000,3000,3000,29,남자,무직,저위험
동양생명,(무)수호천사치매간병은동양생명보험(표준형),100000000,100000000,5000,7000,43,남자,금융직,저위험
동양생명,(무)수호천사치매간병은동양생명보험(표준형),10000000,10000000,9000,11000,22,남자,광부,고위험
동양생명,(무)수호천사치매간병은동양생명보험(표준형),10000000,10000000,13000,15000,19,여자,학생,저위험
동양생명,(무)수호천사치매간병은동양생명보험(표준형),10000000,10000000,3000,5000,43,남자,고소작업자,고위험
