보험회사명,상품명,유지기간,납입보험료,계약자적립액,적립률,해약환급금,계약자적립액,적립률,해약환급금,최저보증이율,현재공시이율,평균공시이율,확정이율,사업비율,위험보장,확정이율,현재공시이율,최저보증이율,가입유형,유니버셜여부,납입방법,판매채널,판매일자,특이사항,대표번호
삼성생명,"삼성 행복플러스 연금보험(2501)(보증형, 무배당)",20,"36,000,000 원","48,899,510 원",135.83 %,"48,899,510 원","48,904,660 원",135.85 %,"48,904,660 원",4.39 %,35.83 %,39.38 %,-,8.31 %,0.0150 %,-,2.56 %,"가입 후 10년이내 1.0%, 10년초과 0.5%",적립,비유니버셜,월납,방카슈랑스,2025-01-01,"□ 필수 기재사항 1. 가입나이  3/5/7년납 : 0세~(연금지급나이-10)세  10/15년납 : 0세~[연금지급나이-(납입기간+3)]세  2. 보험기간(연금지급개시나이) : 피보험자 45~90세 3. 해약환급금 예시 기준  - 피보험자 남자 40세, 60세 연금개시, 10년납, 월납, 보증형, 기본보험료 30만원, 공시이율 연복리 2.56% □ 선택 기재사항 1. 보험료 납입기간 : 3,5,7,10,15년납 2. 보증비용(매월) : 연금계약 계약자적립액의 0.05%(연 0.60%) + 보험료총액의 0.025%(연 0.30%)",1588-3114
삼성생명,"삼성 행복플러스 연금보험(2501)(미보증형, 무배당)",1,"3,600,000 원","3,350,840 원",93.08 %,"3,106,550 원","3,350,950 원",93.08 %,"3,106,660 원",-7.70 %,-6.92 %,-6.83 %,-,8.19 %,0.0040 %,-,2.56 %,"가입 후 10년 이내 연복리 1.0%, 10년 초과 연복리 0.5%",적립,비유니버셜,월납,방카슈랑스,2025-01-01,"□ 필수 기재사항 1. 가입나이  3/5/7년납 : 0세~(연금지급나이-10)세  10/15년납 : 0세~[연금지급나이-(납입기간+3)]세  2. 보험기간(연금지급개시나이) : 피보험자 45~90세 3. 해약환급금 예시 기준  - 피보험자 남자 40세, 60세 연금개시, 10년납, 월납, 미보증형, 기본보험료 30만원, 공시이율 연복리 2.56% □ 선택 기재사항 1. 보험료 납입기간 : 3,5,7,10,15년납",1588-3114
삼성생명,"삼성 행복플러스 연금보험(2501)(미보증형, 무배당)",3,"10,800,000 원","10,312,070 원",95.48 %,"10,149,220 원","10,312,410 원",95.49 %,"10,149,550 원",-6.77 %,-4.52 %,-4.24 %,-,8.19 %,0.0040 %,-,2.56 %,"가입 후 10년 이내 연복리 1.0%, 10년 초과 연복리 0.5%",적립,비유니버셜,월납,방카슈랑스,2025-01-01,"□ 필수 기재사항 1. 가입나이  3/5/7년납 : 0세~(연금지급나이-10)세  10/15년납 : 0세~[연금지급나이-(납입기간+3)]세  2. 보험기간(연금지급개시나이) : 피보험자 45~90세 3. 해약환급금 예시 기준  - 피보험자 남자 40세, 60세 연금개시, 10년납, 월납, 미보증형, 기본보험료 30만원, 공시이율 연복리 2.56% □ 선택 기재사항 1. 보험료 납입기간 : 3,5,7,10,15년납",1588-3114
삼성생명,"삼성 행복플러스 연금보험(2501)(미보증형, 무배당)",5,"18,000,000 원","17,634,280 원",97.97 %,"17,552,850 원","17,634,860 원",97.97 %,"17,553,430 원",-5.83 %,-2.03 %,-1.56 %,-,8.19 %,0.0040 %,-,2.56 %,"가입 후 10년 이내 연복리 1.0%, 10년 초과 연복리 0.5%",적립,비유니버셜,월납,방카슈랑스,2025-01-01,"□ 필수 기재사항 1. 가입나이  3/5/7년납 : 0세~(연금지급나이-10)세  10/15년납 : 0세~[연금지급나이-(납입기간+3)]세  2. 보험기간(연금지급개시나이) : 피보험자 45~90세 3. 해약환급금 예시 기준  - 피보험자 남자 40세, 60세 연금개시, 10년납, 월납, 미보증형, 기본보험료 30만원, 공시이율 연복리 2.56% □ 선택 기재사항 1. 보험료 납입기간 : 3,5,7,10,15년납",1588-3114
삼성생명,"삼성 행복플러스 연금보험(2501)(미보증형, 무배당)",10,"36,000,000 원","37,972,310 원",105.48 %,"37,972,310 원","37,973,540 원",105.48 %,"37,973,540 원",-2.54 %,5.48 %,6.51 %,-,7.31 %,0.0040 %,-,2.56 %,"가입 후 10년 이내 연복리 1.0%, 10년 초과 연복리 0.5%",적립,비유니버셜,월납,방카슈랑스,2025-01-01,"□ 필수 기재사항 1. 가입나이  3/5/7년납 : 0세~(연금지급나이-10)세  10/15년납 : 0세~[연금지급나이-(납입기간+3)]세  2. 보험기간(연금지급개시나이) : 피보험자 45~90세 3. 해약환급금 예시 기준  - 피보험자 남자 40세, 60세 연금개시, 10년납, 월납, 미보증형, 기본보험료 30만원, 공시이율 연복리 2.56% □ 선택 기재사항 1. 보험료 납입기간 : 3,5,7,10,15년납",1588-3114
삼성생명,"삼성 행복플러스 연금보험(2501)(미보증형, 무배당)",15,"36,000,000 원","42,893,880 원",119.15 %,"42,893,880 원","42,896,940 원",119.16 %,"42,896,940 원",-0.59 %,19.15 %,21.44 %,-,7.81 %,0.0095 %,-,2.56 %,"가입 후 10년 이내 연복리 1.0%, 10년 초과 연복리 0.5%",적립,비유니버셜,월납,방카슈랑스,2025-01-01,"□ 필수 기재사항 1. 가입나이  3/5/7년납 : 0세~(연금지급나이-10)세  10/15년납 : 0세~[연금지급나이-(납입기간+3)]세  2. 보험기간(연금지급개시나이) : 피보험자 45~90세 3. 해약환급금 예시 기준  - 피보험자 남자 40세, 60세 연금개시, 10년납, 월납, 미보증형, 기본보험료 30만원, 공시이율 연복리 2.56% □ 선택 기재사항 1. 보험료 납입기간 : 3,5,7,10,15년납",1588-3114
삼성생명,"삼성 행복플러스 연금보험(2501)(미보증형, 무배당)",20,"36,000,000 원","48,478,500 원",134.66 %,"48,478,500 원","48,483,640 원",134.68 %,"48,483,640 원",1.41 %,34.66 %,38.53 %,-,8.31 %,0.0150 %,-,2.56 %,"가입 후 10년 이내 연복리 1.0%, 10년 초과 연복리 0.5%",적립,비유니버셜,월납,방카슈랑스,2025-01-01,"□ 필수 기재사항 1. 가입나이  3/5/7년납 : 0세~(연금지급나이-10)세  10/15년납 : 0세~[연금지급나이-(납입기간+3)]세  2. 보험기간(연금지급개시나이) : 피보험자 45~90세 3. 해약환급금 예시 기준  - 피보험자 남자 40세, 60세 연금개시, 10년납, 월납, 미보증형, 기본보험료 30만원, 공시이율 연복리 2.56% □ 선택 기재사항 1. 보험료 납입기간 : 3,5,7,10,15년납",1588-3114
삼성생명,삼성 기업복지연금보험(2401)(무배당),1,"3,600,000 원","3,281,490 원",91.15 %,"2,291,490 원","3,281,600 원",91.16 %,"2,291,600 원",-9.61 %,-8.85 %,-8.76 %,-,10.09 %,0.0040 %,-,2.56 %,"가입후 10년이내 연복리 1.0%, 10년초과 연복리 0.5%",적립,비유니버셜,월납,대면채널,2024-01-01,"□ 필수 기재사항 1. 가입연령  17년납 미만 : 만15세~(연금지급개시나이-16세)  17년납 이상 : 만15세~(연금지급개시나이-납입기간) ※ (연금지급개시나이-3세)납의 가입나이는 만15세~(연금지급개시나이-24세) 2. 보험기간(연금지급개시나이) : 45~80세 □ 선택 기재사항 1. 해약환급금 예시 기준 : 가입나이 40세, 60세연금개시, 기본보험료 30만원, 10년납, 공시이율 2.56% 적용 2. 보험료 할인 기준  [기업복지 할인] · 연금지원적용 종업원수 100명 이상 : 기본보험료의 1.0% 할인",1588-3114
삼성생명,삼성 기업복지연금보험(2401)(무배당),3,"10,800,000 원","10,098,660 원",93.51 %,"9,438,660 원","10,098,990 원",93.51 %,"9,438,990 원",-8.70 %,-6.49 %,-6.22 %,-,10.09 %,0.0040 %,-,2.56 %,"가입후 10년이내 연복리 1.0%, 10년초과 연복리 0.5%",적립,비유니버셜,월납,대면채널,2024-01-01,"□ 필수 기재사항 1. 가입연령  17년납 미만 : 만15세~(연금지급개시나이-16세)  17년납 이상 : 만15세~(연금지급개시나이-납입기간) ※ (연금지급개시나이-3세)납의 가입나이는 만15세~(연금지급개시나이-24세) 2. 보험기간(연금지급개시나이) : 45~80세 □ 선택 기재사항 1. 해약환급금 예시 기준 : 가입나이 40세, 60세연금개시, 기본보험료 30만원, 10년납, 공시이율 2.56% 적용 2. 보험료 할인 기준  [기업복지 할인] · 연금지원적용 종업원수 100명 이상 : 기본보험료의 1.0% 할인",1588-3114
삼성생명,삼성 기업복지연금보험(2401)(무배당),5,"18,000,000 원","17,269,330 원",95.94 %,"16,939,330 원","17,269,900 원",95.94 %,"16,939,900 원",-7.78 %,-4.06 %,-3.60 %,-,10.09 %,0.0040 %,-,2.56 %,"가입후 10년이내 연복리 1.0%, 10년초과 연복리 0.5%",적립,비유니버셜,월납,대면채널,2024-01-01,"□ 필수 기재사항 1. 가입연령  17년납 미만 : 만15세~(연금지급개시나이-16세)  17년납 이상 : 만15세~(연금지급개시나이-납입기간) ※ (연금지급개시나이-3세)납의 가입나이는 만15세~(연금지급개시나이-24세) 2. 보험기간(연금지급개시나이) : 45~80세 □ 선택 기재사항 1. 해약환급금 예시 기준 : 가입나이 40세, 60세연금개시, 기본보험료 30만원, 10년납, 공시이율 2.56% 적용 2. 보험료 할인 기준  [기업복지 할인] · 연금지원적용 종업원수 100명 이상 : 기본보험료의 1.0% 할인",1588-3114
삼성생명,삼성 기업복지연금보험(2401)(무배당),10,"36,000,000 원","36,865,240 원",102.40 %,"36,865,240 원","36,866,470 원",102.41 %,"36,866,470 원",-5.43 %,2.40 %,3.41 %,-,10.09 %,0.0040 %,-,2.56 %,"가입후 10년이내 연복리 1.0%, 10년초과 연복리 0.5%",적립,비유니버셜,월납,대면채널,2024-01-01,"□ 필수 기재사항 1. 가입연령  17년납 미만 : 만15세~(연금지급개시나이-16세)  17년납 이상 : 만15세~(연금지급개시나이-납입기간) ※ (연금지급개시나이-3세)납의 가입나이는 만15세~(연금지급개시나이-24세) 2. 보험기간(연금지급개시나이) : 45~80세 □ 선택 기재사항 1. 해약환급금 예시 기준 : 가입나이 40세, 60세연금개시, 기본보험료 30만원, 10년납, 공시이율 2.56% 적용 2. 보험료 할인 기준  [기업복지 할인] · 연금지원적용 종업원수 100명 이상 : 기본보험료의 1.0% 할인",1588-3114
삼성생명,삼성 기업복지연금보험(2401)(무배당),15,"36,000,000 원","41,579,470 원",115.50 %,"41,579,470 원","41,582,520 원",115.51 %,"41,582,520 원",-3.63 %,15.50 %,17.71 %,-,10.74 %,0.0095 %,-,2.56 %,"가입후 10년이내 연복리 1.0%, 10년초과 연복리 0.5%",적립,비유니버셜,월납,대면채널,2024-01-01,"□ 필수 기재사항 1. 가입연령  17년납 미만 : 만15세~(연금지급개시나이-16세)  17년납 이상 : 만15세~(연금지급개시나이-납입기간) ※ (연금지급개시나이-3세)납의 가입나이는 만15세~(연금지급개시나이-24세) 2. 보험기간(연금지급개시나이) : 45~80세 □ 선택 기재사항 1. 해약환급금 예시 기준 : 가입나이 40세, 60세연금개시, 기본보험료 30만원, 10년납, 공시이율 2.56% 적용 2. 보험료 할인 기준  [기업복지 할인] · 연금지원적용 종업원수 100명 이상 : 기본보험료의 1.0% 할인",1588-3114
삼성생명,삼성 기업복지연금보험(2401)(무배당),20,"36,000,000 원","46,903,110 원",130.29 %,"46,903,110 원","46,908,230 원",130.30 %,"46,908,230 원",-1.79 %,30.29 %,34.03 %,-,11.46 %,0.0150 %,-,2.56 %,"가입후 10년이내 연복리 1.0%, 10년초과 연복리 0.5%",적립,비유니버셜,월납,대면채널,2024-01-01,"□ 필수 기재사항 1. 가입연령  17년납 미만 : 만15세~(연금지급개시나이-16세)  17년납 이상 : 만15세~(연금지급개시나이-납입기간) ※ (연금지급개시나이-3세)납의 가입나이는 만15세~(연금지급개시나이-24세) 2. 보험기간(연금지급개시나이) : 45~80세 □ 선택 기재사항 1. 해약환급금 예시 기준 : 가입나이 40세, 60세연금개시, 기본보험료 30만원, 10년납, 공시이율 2.56% 적용 2. 보험료 할인 기준  [기업복지 할인] · 연금지원적용 종업원수 100명 이상 : 기본보험료의 1.0% 할인",1588-3114
삼성생명,"삼성 플래티넘행복연금보험(B2501)(보증형,무배당)",1,"50,000,000 원","49,142,850 원",98.29 %,"49,142,850 원","49,143,160 원",98.29 %,"49,143,160 원",-3.22 %,-1.72 %,-1.53 %,-,3.29 %,0.0007 %,-,2.56 %,"가입 후 10년 이내 연복리 1.0%, 10년 초과 연복리 0.5%",거치,비유니버셜,일시납,방카슈랑스,2025-05-02,"□ 필수기재사항 1. 가입나이 - 0세~(연금지급개시나이-5)세  ※ 단, 최대 80세까지 가입 가능 2. 보험기간(연금지급개시나이) : 피보험자 45~90세 3. 해약환급금 예시기준 - 거치보증형, 남자 55세, 65세 연금개시, 기본보험료 5000만원, 공시이율 연복리 2.56% □ 선택 기재사항 1. 보험료 납입기간 : 일시납 - 계약체결비용은 2년동안 매월 차감",1588-3114
삼성생명,"삼성 플래티넘행복연금보험(B2501)(보증형,무배당)",3,"50,000,000 원","49,795,120 원",99.59 %,"49,795,120 원","49,796,040 원",99.59 %,"49,796,040 원",-4.94 %,-0.41 %,0.15 %,-,5.00 %,0.0022 %,-,2.56 %,"가입 후 10년 이내 연복리 1.0%, 10년 초과 연복리 0.5%",거치,비유니버셜,일시납,방카슈랑스,2025-05-02,"□ 필수기재사항 1. 가입나이 - 0세~(연금지급개시나이-5)세  ※ 단, 최대 80세까지 가입 가능 2. 보험기간(연금지급개시나이) : 피보험자 45~90세 3. 해약환급금 예시기준 - 거치보증형, 남자 55세, 65세 연금개시, 기본보험료 5000만원, 공시이율 연복리 2.56% □ 선택 기재사항 1. 보험료 납입기간 : 일시납 - 계약체결비용은 2년동안 매월 차감",1588-3114
삼성생명,"삼성 플래티넘행복연금보험(B2501)(보증형,무배당)",5,"50,000,000 원","58,022,380 원",116.04 %,"58,022,380 원","58,024,010 원",116.05 %,"58,024,010 원",16.04 %,16.04 %,16.04 %,-,5.48 %,0.0037 %,-,2.56 %,"가입 후 10년 이내 연복리 1.0%, 10년 초과 연복리 0.5%",거치,비유니버셜,일시납,방카슈랑스,2025-05-02,"□ 필수기재사항 1. 가입나이 - 0세~(연금지급개시나이-5)세  ※ 단, 최대 80세까지 가입 가능 2. 보험기간(연금지급개시나이) : 피보험자 45~90세 3. 해약환급금 예시기준 - 거치보증형, 남자 55세, 65세 연금개시, 기본보험료 5000만원, 공시이율 연복리 2.56% □ 선택 기재사항 1. 보험료 납입기간 : 일시납 - 계약체결비용은 2년동안 매월 차감",1588-3114
삼성생명,"삼성 플래티넘행복연금보험(B2501)(보증형,무배당)",10,"50,000,000 원","65,195,050 원",130.39 %,"65,195,050 원","65,199,720 원",130.40 %,"65,199,720 원",20.73 %,30.39 %,31.61 %,-,6.68 %,0.0113 %,-,2.56 %,"가입 후 10년 이내 연복리 1.0%, 10년 초과 연복리 0.5%",거치,비유니버셜,일시납,방카슈랑스,2025-05-02,"□ 필수기재사항 1. 가입나이 - 0세~(연금지급개시나이-5)세  ※ 단, 최대 80세까지 가입 가능 2. 보험기간(연금지급개시나이) : 피보험자 45~90세 3. 해약환급금 예시기준 - 거치보증형, 남자 55세, 65세 연금개시, 기본보험료 5000만원, 공시이율 연복리 2.56% □ 선택 기재사항 1. 보험료 납입기간 : 일시납 - 계약체결비용은 2년동안 매월 차감",1588-3114
삼성생명,"삼성 플래티넘행복연금보험(B2501)(미보증형,무배당)",1,"50,000,000 원","49,599,040 원",99.20 %,"49,599,040 원","49,599,350 원",99.20 %,"49,599,350 원",-2.32 %,-0.80 %,-0.62 %,-,3.29 %,0.0007 %,-,2.56 %,"가입 후 10년 이내 연복리 1.0%, 10년 초과 연복리 0.5%",거치,비유니버셜,일시납,방카슈랑스,2025-05-02,"□ 필수기재사항 1. 가입나이 - 0세~(연금지급개시나이-5)세  ※ 단, 최대 80세까지 가입 가능 2. 보험기간(연금지급개시나이) : 피보험자 45~90세 3. 해약환급금 예시기준 - 거치미보증형, 남자 55세, 65세 연금개시, 기본보험료 5000만원, 공시이율 연복리 2.56% □ 선택 기재사항 1. 보험료 납입기간 : 일시납 - 계약체결비용은 2년동안 매월 차감",1588-3114
삼성생명,"삼성 플래티넘행복연금보험(B2501)(미보증형,무배당)",3,"50,000,000 원","51,287,440 원",102.57 %,"51,287,440 원","51,288,380 원",102.58 %,"51,288,380 원",-2.09 %,2.57 %,3.15 %,-,5.00 %,0.0022 %,-,2.56 %,"가입 후 10년 이내 연복리 1.0%, 10년 초과 연복리 0.5%",거치,비유니버셜,일시납,방카슈랑스,2025-05-02,"□ 필수기재사항 1. 가입나이 - 0세~(연금지급개시나이-5)세  ※ 단, 최대 80세까지 가입 가능 2. 보험기간(연금지급개시나이) : 피보험자 45~90세 3. 해약환급금 예시기준 - 거치미보증형, 남자 55세, 65세 연금개시, 기본보험료 5000만원, 공시이율 연복리 2.56% □ 선택 기재사항 1. 보험료 납입기간 : 일시납 - 계약체결비용은 2년동안 매월 차감",1588-3114
삼성생명,"삼성 플래티넘행복연금보험(B2501)(미보증형,무배당)",5,"50,000,000 원","55,899,770 원",111.80 %,"55,899,770 원","55,901,370 원",111.80 %,"55,901,370 원",3.79 %,11.80 %,12.81 %,-,5.48 %,0.0037 %,-,2.56 %,"가입 후 10년 이내 연복리 1.0%, 10년 초과 연복리 0.5%",거치,비유니버셜,일시납,방카슈랑스,2025-05-02,"□ 필수기재사항 1. 가입나이 - 0세~(연금지급개시나이-5)세  ※ 단, 최대 80세까지 가입 가능 2. 보험기간(연금지급개시나이) : 피보험자 45~90세 3. 해약환급금 예시기준 - 거치미보증형, 남자 55세, 65세 연금개시, 기본보험료 5000만원, 공시이율 연복리 2.56% □ 선택 기재사항 1. 보험료 납입기간 : 일시납 - 계약체결비용은 2년동안 매월 차감",1588-3114
삼성생명,"삼성 플래티넘행복연금보험(B2501)(미보증형,무배당)",10,"50,000,000 원","62,786,470 원",125.57 %,"62,786,470 원","62,791,110 원",125.58 %,"62,791,110 원",7.85 %,25.57 %,27.90 %,-,6.68 %,0.0113 %,-,2.56 %,"가입 후 10년 이내 연복리 1.0%, 10년 초과 연복리 0.5%",거치,비유니버셜,일시납,방카슈랑스,2025-05-02,"□ 필수기재사항 1. 가입나이 - 0세~(연금지급개시나이-5)세  ※ 단, 최대 80세까지 가입 가능 2. 보험기간(연금지급개시나이) : 피보험자 45~90세 3. 해약환급금 예시기준 - 거치미보증형, 남자 55세, 65세 연금개시, 기본보험료 5000만원, 공시이율 연복리 2.56% □ 선택 기재사항 1. 보험료 납입기간 : 일시납 - 계약체결비용은 2년동안 매월 차감",1588-3114
삼성생명,"삼성 플래티넘행복연금보험(2501)(거치형,무배당)[보증비용부과형]",1,"50,000,000 원","49,263,350 원",98.53 %,"48,151,350 원","49,263,660 원",98.53 %,"48,151,660 원",-2.98 %,-1.47 %,-1.29 %,-,3.06 %,0.0007 %,-,2.56 %,"가입 후 10년 이내 연복리 1.0%, 10년 초과 연복리 0.5%",거치,비유니버셜,일시납,대면채널,2025-05-02,"□ 필수기재사항 1. 가입나이 - 0세~(연금지급개시나이-5)세  ※ 단, 최대 80세까지 가입 가능 2. 보험기간(연금지급개시나이) : 피보험자 45~90세 3. 해약환급금 예시기준 - 거치형, 남자 55세, 65세 연금개시, 기본보험료 5000만원, 공시이율 연복리 2.56% □ 선택 기재사항 1. 보험료 납입기간 : 일시납 - 계약체결비용은 5년동안 매월 차감",1588-3114
삼성생명,"삼성 플래티넘행복연금보험(2501)(거치형,무배당)[보증비용부과형]",3,"50,000,000 원","49,544,570 원",99.09 %,"48,988,570 원","49,545,490 원",99.09 %,"48,989,490 원",-5.45 %,-0.91 %,-0.35 %,-,5.51 %,0.0022 %,-,2.56 %,"가입 후 10년 이내 연복리 1.0%, 10년 초과 연복리 0.5%",거치,비유니버셜,일시납,대면채널,2025-05-02,"□ 필수기재사항 1. 가입나이 - 0세~(연금지급개시나이-5)세  ※ 단, 최대 80세까지 가입 가능 2. 보험기간(연금지급개시나이) : 피보험자 45~90세 3. 해약환급금 예시기준 - 거치형, 남자 55세, 65세 연금개시, 기본보험료 5000만원, 공시이율 연복리 2.56% □ 선택 기재사항 1. 보험료 납입기간 : 일시납 - 계약체결비용은 5년동안 매월 차감",1588-3114
삼성생명,"삼성 플래티넘행복연금보험(2501)(거치형,무배당)[보증비용부과형]",5,"50,000,000 원","56,739,690 원",113.48 %,"56,739,690 원","56,741,320 원",113.48 %,"56,741,320 원",13.48 %,13.48 %,13.48 %,-,7.96 %,0.0037 %,-,2.56 %,"가입 후 10년 이내 연복리 1.0%, 10년 초과 연복리 0.5%",거치,비유니버셜,일시납,대면채널,2025-05-02,"□ 필수기재사항 1. 가입나이 - 0세~(연금지급개시나이-5)세  ※ 단, 최대 80세까지 가입 가능 2. 보험기간(연금지급개시나이) : 피보험자 45~90세 3. 해약환급금 예시기준 - 거치형, 남자 55세, 65세 연금개시, 기본보험료 5000만원, 공시이율 연복리 2.56% □ 선택 기재사항 1. 보험료 납입기간 : 일시납 - 계약체결비용은 5년동안 매월 차감",1588-3114
삼성생명,"삼성 플래티넘행복연금보험(2501)(거치형,무배당)[보증비용부과형]",10,"50,000,000 원","63,739,550 원",127.48 %,"63,739,550 원","63,744,220 원",127.49 %,"63,744,220 원",18.03 %,27.48 %,28.67 %,-,9.16 %,0.0113 %,-,2.56 %,"가입 후 10년 이내 연복리 1.0%, 10년 초과 연복리 0.5%",거치,비유니버셜,일시납,대면채널,2025-05-02,"□ 필수기재사항 1. 가입나이 - 0세~(연금지급개시나이-5)세  ※ 단, 최대 80세까지 가입 가능 2. 보험기간(연금지급개시나이) : 피보험자 45~90세 3. 해약환급금 예시기준 - 거치형, 남자 55세, 65세 연금개시, 기본보험료 5000만원, 공시이율 연복리 2.56% □ 선택 기재사항 1. 보험료 납입기간 : 일시납 - 계약체결비용은 5년동안 매월 차감",1588-3114
삼성생명,삼성 파워즉시연금보험(2501)(무배당) [상속연금형],1,"50,000,000 원","48,592,190 원",97.18 %,"48,592,190 원","48,588,880 원",97.18 %,"48,588,880 원",-,-,-,-,3.10 %,0.3343 %,-,2.56 %,"가입 후 10년이내 1.0%, 10년초과 0.5%",즉시,비유니버셜,일시납,대면채널,2025-01-01,"□ 필수 기재사항 1. 가입나이 : 40세~85세 2. 보험기간(연금지급개시나이) : 40~85세 3. 해약환급금 예시기준 : 상속연금형(만기형) 10년 만기, 60세 가입, 일시납보험료 5,000만원, 2.56% 공시이율 적용 □ 선택 기재사항 1. 상속연금형의 경우는 계약이 소멸하기 전에 언제든지 계약을 해지할 수 있습니다.  하지만 순수종신연금형의 경우는 연금지급개시 이후 계약을 해지 할 수 없습니다. ※ 즉시연금의 경우 예상수익률 미기재 ※ 단, 상품요약서 內 해약환급금 예시는 연금계약 계약자적립액/해약환급금 기준이며, 상기 '해지환급금 및 예상수익률' 內 계약자적립액/해약환급금은 보장계약 + 연금계약 계약자적립액/해약환급금 총 금액 기준임.",1588-3114
삼성생명,삼성 파워즉시연금보험(2501)(무배당) [상속연금형],3,"50,000,000 원","48,885,230 원",97.77 %,"48,885,230 원","48,876,600 원",97.75 %,"48,876,600 원",-,-,-,-,3.10 %,0.3343 %,-,2.56 %,"가입 후 10년이내 1.0%, 10년초과 0.5%",즉시,비유니버셜,일시납,대면채널,2025-01-01,"□ 필수 기재사항 1. 가입나이 : 40세~85세 2. 보험기간(연금지급개시나이) : 40~85세 3. 해약환급금 예시기준 : 상속연금형(만기형) 10년 만기, 60세 가입, 일시납보험료 5,000만원, 2.56% 공시이율 적용 □ 선택 기재사항 1. 상속연금형의 경우는 계약이 소멸하기 전에 언제든지 계약을 해지할 수 있습니다.  하지만 순수종신연금형의 경우는 연금지급개시 이후 계약을 해지 할 수 없습니다. ※ 즉시연금의 경우 예상수익률 미기재 ※ 단, 상품요약서 內 해약환급금 예시는 연금계약 계약자적립액/해약환급금 기준이며, 상기 '해지환급금 및 예상수익률' 內 계약자적립액/해약환급금은 보장계약 + 연금계약 계약자적립액/해약환급금 총 금액 기준임.",1588-3114
삼성생명,삼성 파워즉시연금보험(2501)(무배당) [상속연금형],5,"50,000,000 원","49,189,230 원",98.38 %,"49,189,230 원","49,178,820 원",98.36 %,"49,178,820 원",-,-,-,-,3.10 %,0.3343 %,-,2.56 %,"가입 후 10년이내 1.0%, 10년초과 0.5%",즉시,비유니버셜,일시납,대면채널,2025-01-01,"□ 필수 기재사항 1. 가입나이 : 40세~85세 2. 보험기간(연금지급개시나이) : 40~85세 3. 해약환급금 예시기준 : 상속연금형(만기형) 10년 만기, 60세 가입, 일시납보험료 5,000만원, 2.56% 공시이율 적용 □ 선택 기재사항 1. 상속연금형의 경우는 계약이 소멸하기 전에 언제든지 계약을 해지할 수 있습니다.  하지만 순수종신연금형의 경우는 연금지급개시 이후 계약을 해지 할 수 없습니다. ※ 즉시연금의 경우 예상수익률 미기재 ※ 단, 상품요약서 內 해약환급금 예시는 연금계약 계약자적립액/해약환급금 기준이며, 상기 '해지환급금 및 예상수익률' 內 계약자적립액/해약환급금은 보장계약 + 연금계약 계약자적립액/해약환급금 총 금액 기준임.",1588-3114
삼성생명,삼성 파워즉시연금보험(2501)(무배당) [상속연금형],10,"50,000,000 원","50,000,000 원",100.00 %,"50,000,000 원","50,000,000 원",100.00 %,"50,000,000 원",-,-,-,-,3.10 %,0.3343 %,-,2.56 %,"가입 후 10년이내 1.0%, 10년초과 0.5%",즉시,비유니버셜,일시납,대면채널,2025-01-01,"□ 필수 기재사항 1. 가입나이 : 40세~85세 2. 보험기간(연금지급개시나이) : 40~85세 3. 해약환급금 예시기준 : 상속연금형(만기형) 10년 만기, 60세 가입, 일시납보험료 5,000만원, 2.56% 공시이율 적용 □ 선택 기재사항 1. 상속연금형의 경우는 계약이 소멸하기 전에 언제든지 계약을 해지할 수 있습니다.  하지만 순수종신연금형의 경우는 연금지급개시 이후 계약을 해지 할 수 없습니다. ※ 즉시연금의 경우 예상수익률 미기재 ※ 단, 상품요약서 內 해약환급금 예시는 연금계약 계약자적립액/해약환급금 기준이며, 상기 '해지환급금 및 예상수익률' 內 계약자적립액/해약환급금은 보장계약 + 연금계약 계약자적립액/해약환급금 총 금액 기준임.",1588-3114
삼성생명,"삼성 연금보험 플러스(2501)(적립강화형, 무배당)",1,"3,600,000 원","3,062,000 원",85.06 %,"2,133,710 원","3,062,190 원",85.06 %,"2,133,910 원",-15.65 %,-14.95 %,-14.86 %,-,16.10 %,0.0077 %,-,2.56 %,"가입 후 10년이내 1.0%, 10년초과 0.5%",적립,비유니버셜,월납,대면채널,2025-01-01,"□ 필수 기재사항 1. 가입나이  - 0세~[연금지급개시나이-(납입기간+10)]세  2. 보험기간(연금지급개시나이) : 피보험자 45~90세 3. 해약환급금 예시 기준  - 적립강화형, 피보험자 남자 40세, 60세 연금개시, 10년납, 월납, 기본보험료 30만원, 공시이율 연복리 2.56% □ 선택 기재사항 1. 보험료 납입기간 : 7, 10~20년납, (연금지급개시나이-10)세납",1588-3114
삼성생명,"삼성 연금보험 플러스(2501)(적립강화형, 무배당)",3,"10,800,000 원","9,423,170 원",87.25 %,"8,804,320 원","9,423,770 원",87.26 %,"8,804,910 원",-14.81 %,-12.75 %,-12.50 %,-,16.10 %,0.0077 %,-,2.56 %,"가입 후 10년이내 1.0%, 10년초과 0.5%",적립,비유니버셜,월납,대면채널,2025-01-01,"□ 필수 기재사항 1. 가입나이  - 0세~[연금지급개시나이-(납입기간+10)]세  2. 보험기간(연금지급개시나이) : 피보험자 45~90세 3. 해약환급금 예시 기준  - 적립강화형, 피보험자 남자 40세, 60세 연금개시, 10년납, 월납, 기본보험료 30만원, 공시이율 연복리 2.56% □ 선택 기재사항 1. 보험료 납입기간 : 7, 10~20년납, (연금지급개시나이-10)세납",1588-3114
